Updated,Confirmed,ConfirmedChange,Deaths,DeathsChange
04/10/2020,1,0,0,0
04/11/2020,1,0,0,0
04/13/2020,1,0,0,0
04/14/2020,1,0,0,0
04/15/2020,1,0,0,0
04/16/2020,1,0,0,0
04/18/2020,1,0,0,0
04/20/2020,1,0,0,0
04/22/2020,1,0,0,0
04/23/2020,1,0,0,0
04/24/2020,1,0,0,0
04/25/2020,1,0,0,0
04/26/2020,1,0,0,0
04/27/2020,1,0,0,0
04/28/2020,1,0,0,0
04/29/2020,6,5,0,0
04/30/2020,6,0,2,2
05/01/2020,7,1,2,0
05/02/2020,10,3,2,0
05/03/2020,10,0,2,0
05/04/2020,12,2,2,0
05/05/2020,21,9,3,1
05/06/2020,25,4,5,2
05/07/2020,25,0,5,0
05/08/2020,34,9,7,2
05/09/2020,34,0,7,0
05/10/2020,51,17,8,1
05/11/2020,56,5,9,1
05/12/2020,65,9,10,1
05/13/2020,70,5,12,2
05/14/2020,85,15,12,0
05/15/2020,106,21,15,3
05/16/2020,122,16,18,3
05/17/2020,128,6,20,2
05/18/2020,130,2,20,0
05/19/2020,167,37,28,8
05/20/2020,180,13,29,1
05/21/2020,193,13,33,4
05/22/2020,205,12,33,0
05/23/2020,212,7,39,6
05/24/2020,222,10,42,3
05/25/2020,233,11,44,2
05/26/2020,249,16,49,5
05/27/2020,255,6,53,4
05/28/2020,278,23,57,4
05/29/2020,283,5,65,8
05/30/2020,310,27,77,12
05/31/2020,323,13,80,3
06/01/2020,354,31,84,4
06/02/2020,399,45,87,3
06/03/2020,426,27,87,0
06/04/2020,453,27,103,16
06/05/2020,469,16,111,8
06/06/2020,482,13,111,0
06/07/2020,484,2,112,1
06/08/2020,496,12,112,0
06/09/2020,524,28,127,15
06/10/2020,560,36,129,2
06/11/2020,591,31,136,7
06/12/2020,632,41,139,3
06/13/2020,705,73,160,21
06/14/2020,728,23,164,4
06/15/2020,844,116,208,44
06/16/2020,864,20,208,0
06/17/2020,885,21,214,6
06/18/2020,902,17,244,30
06/19/2020,909,7,248,4
06/20/2020,919,10,251,3
06/21/2020,922,3,254,3
06/22/2020,967,45,257,3
06/23/2020,992,25,261,4
06/24/2020,1015,23,274,13
06/25/2020,1052,37,274,0
06/26/2020,1089,37,293,19
06/27/2020,1103,14,293,0
06/28/2020,1118,15,302,9
06/29/2020,1128,10,304,2
06/30/2020,1159,31,304,0
07/01/2020,1190,31,318,14
07/02/2020,1206,16,318,0
07/03/2020,1223,17,318,0
07/04/2020,1240,17,335,17
07/05/2020,1248,8,337,2
