Confirmed,ConfirmedChange,Deaths,DeathsChange,Recovered,RecoveredChange
80599,3486.0,2654.0,163.0,33349.0,4381.0
2204,0.0,84.0,0.0,1747.0,0.0
3009,0.0,14.0,0.0,1128.0,0.0
70,0.0,0.0,0.0,2.0,0.0
16249,0.0,682.0,0.0,4337.0,0.0
7067,0.0,269.0,0.0,2790.0,0.0
307,0.0,11.0,0.0,196.0,0.0
231,0.0,7.0,0.0,140.0,0.0
21541,0.0,490.0,0.0,9671.0,0.0
30,0.0,1.0,0.0,22.0,0.0
57,0.0,0.0,0.0,35.0,0.0
258,0.0,10.0,0.0,107.0,0.0
730,0.0,21.0,0.0,188.0,0.0
1010,0.0,31.0,0.0,251.0,0.0
458,0.0,24.0,0.0,115.0,0.0
2036,0.0,47.0,0.0,938.0,0.0
14,0.0,1.0,0.0,2.0,0.0
10,0.0,0.0,0.0,0.0,0.0
310,0.0,9.0,0.0,239.0,0.0
223,0.0,10.0,0.0,57.0,0.0
1298,0.0,89.0,0.0,1201.0,0.0
1105,0.0,13.0,0.0,956.0,0.0
2682,0.0,89.0,0.0,1201.0,0.0
248,0.0,15.0,0.0,118.0,0.0
17,0.0,4.0,0.0,9.0,0.0
150,0.0,4.0,0.0,109.0,0.0
424,0.0,11.0,0.0,252.0,0.0
23,0.0,0.0,0.0,17.0,0.0
490,0.0,11.0,0.0,106.0,0.0
588,0.0,20.0,0.0,47.0,0.0
675,0.0,16.0,0.0,258.0,0.0
7660,0.0,330.0,0.0,3156.0,0.0
28,0.0,0.0,0.0,11.0,0.0
1,0.0,0.0,0.0,1.0,0.0
