Confirmed,ConfirmedChange,Deaths,DeathsChange,Recovered,RecoveredChange
102622,380.0,8504.0,20.0,65425.0,334.0
7851,26.0,154.0,1.0,7191.0,57.0
2869,20.0,173.0,2.0,2517.0,1.0
305,1.0,7.0,0.0,294.0,1.0
165,0.0,2.0,0.0,149.0,2.0
261,0.0,3.0,0.0,258.0,0.0
1061,0.0,63.0,0.0,998.0,0.0
5,0.0,0.0,0.0,5.0,0.0
0,0.0,0.0,0.0,0.0,0.0
34205,189.0,2641.0,10.0,29528.0,192.0
27,0.0,0.0,0.0,27.0,0.0
55079,142.0,5448.0,7.0,23786.0,76.0
759,2.0,13.0,0.0,648.0,5.0
11,0.0,0.0,0.0,11.0,0.0
