Confirmed,ConfirmedChange,Deaths,DeathsChange,Recovered,RecoveredChange
5517,181.0,133.0,7.0,3116.0,192.0
171,0.0,133.0,7.0,3116.0,192.0
36,0.0,133.0,7.0,3116.0,192.0
61,0.0,133.0,7.0,3116.0,192.0
137,0.0,133.0,7.0,3116.0,192.0
289,0.0,133.0,7.0,3116.0,192.0
129,0.0,133.0,7.0,3116.0,192.0
32,0.0,133.0,7.0,3116.0,192.0
12,0.0,133.0,7.0,3116.0,192.0
138,0.0,133.0,7.0,3116.0,192.0
1608,0.0,133.0,7.0,3116.0,192.0
70,0.0,133.0,7.0,3116.0,192.0
202,0.0,133.0,7.0,3116.0,192.0
146,0.0,133.0,7.0,3116.0,192.0
43,0.0,133.0,7.0,3116.0,192.0
