Confirmed,ConfirmedChange,Deaths,DeathsChange,Recovered,RecoveredChange
12602,39.0,282.0,0.0,10974.0,44.0
152,0.0,3.0,0.0,142.0,0.0
6903,0.0,189.0,0.0,6689.0,2.0
98,4.0,1.0,0.0,44.0,0.0
63,0.0,3.0,0.0,52.0,0.0
33,0.0,0.0,0.0,32.0,0.0
1146,9.0,23.0,0.0,777.0,16.0
334,1.0,1.0,0.0,182.0,8.0
19,0.0,0.0,0.0,16.0,1.0
62,0.0,0.0,0.0,57.0,1.0
1386,0.0,54.0,0.0,1321.0,0.0
25,0.0,0.0,0.0,20.0,0.0
49,0.0,0.0,0.0,47.0,0.0
1250,9.0,6.0,0.0,761.0,14.0
163,1.0,0.0,0.0,146.0,0.0
133,0.0,0.0,0.0,125.0,1.0
20,0.0,0.0,0.0,18.0,0.0
55,0.0,1.0,0.0,48.0,0.0
