Confirmed,ConfirmedChange,Deaths,DeathsChange,Recovered,RecoveredChange
1228114,39483.0,54971.0,1141.0,649908.0,0.0
12304,282.0,335.0,9.0,649908.0,0.0
32065,835.0,958.0,20.0,649908.0,0.0
27415,496.0,394.0,7.0,649908.0,0.0
67267,503.0,2731.0,21.0,649908.0,0.0
54291,2360.0,1601.0,60.0,649908.0,0.0
102126,2548.0,5875.0,60.0,649908.0,0.0
40246,1765.0,1490.0,27.0,649908.0,0.0
38871,1617.0,509.0,14.0,649908.0,0.0
19547,925.0,384.0,21.0,649908.0,0.0
74925,1611.0,1871.0,35.0,649908.0,0.0
12157,714.0,462.0,19.0,649908.0,0.0
6523,322.0,61.0,5.0,649908.0,0.0
32769,1426.0,806.0,35.0,649908.0,0.0
94036,2328.0,4748.0,22.0,649908.0,0.0
40824,912.0,842.0,14.0,649908.0,0.0
17821,858.0,539.0,18.0,649908.0,0.0
55136,1114.0,4488.0,63.0,649908.0,0.0
17080,853.0,546.0,12.0,649908.0,0.0
105897,2404.0,9450.0,155.0,649908.0,0.0
22665,891.0,858.0,51.0,649908.0,0.0
23060,1051.0,500.0,0.0,649908.0,0.0
18173,749.0,467.0,12.0,649908.0,0.0
11872,1069.0,271.0,12.0,649908.0,0.0
21951,1030.0,289.0,10.0,649908.0,0.0
248587,9765.0,13759.0,407.0,649908.0,0.0
21081,728.0,554.0,30.0,649908.0,0.0
9425,327.0,183.0,2.0,649908.0,0.0
