Confirmed,ConfirmedChange,Deaths,DeathsChange,Recovered,RecoveredChange
259064,4648.0,4903.0,172.0,215075.0,0.0
28,0.0,0.0,0.0,215075.0,0.0
6991,0.0,100.0,0.0,215075.0,0.0
3027,0.0,39.0,0.0,215075.0,0.0
1443,0.0,12.0,0.0,215075.0,0.0
747,0.0,2.0,0.0,215075.0,0.0
5328,0.0,35.0,0.0,215075.0,0.0
2485,0.0,17.0,0.0,215075.0,0.0
1466,0.0,17.0,0.0,215075.0,0.0
625,0.0,10.0,0.0,215075.0,0.0
1363,0.0,15.0,0.0,215075.0,0.0
4504,0.0,33.0,0.0,215075.0,0.0
2195,0.0,28.0,0.0,215075.0,0.0
4361,0.0,52.0,0.0,215075.0,0.0
200861,0.0,3895.0,0.0,215075.0,0.0
5442,0.0,80.0,0.0,215075.0,0.0
9901,0.0,170.0,0.0,215075.0,0.0
