Confirmed,ConfirmedChange,Deaths,DeathsChange,Recovered,RecoveredChange
2684,169.0,12.0,0.0,1227.0,515.0
814,87.0,6.0,0.0,352.0,49.0
162,24.0,3.0,0.0,82.0,1.0
9,0.0,0.0,0.0,6.0,0.0
25,3.0,1.0,0.0,15.0,0.0
42,24.0,1.0,0.0,1.0,0.0
72,4.0,0.0,0.0,8.0,0.0
13,0.0,0.0,0.0,13.0,1.0
9,0.0,0.0,0.0,9.0,0.0
13,1.0,0.0,0.0,12.0,0.0
15,1.0,0.0,0.0,6.0,0.0
0,0.0,0.0,0.0,0.0,0.0
247,12.0,0.0,0.0,115.0,33.0
1,0.0,0.0,0.0,1.0,0.0
127,1.0,0.0,0.0,48.0,1.0
8,0.0,0.0,0.0,8.0,0.0
62,1.0,1.0,0.0,27.0,13.0
9,0.0,0.0,0.0,1.0,0.0
111,4.0,0.0,0.0,70.0,1.0
1,0.0,0.0,0.0,1.0,0.0
30,5.0,0.0,0.0,21.0,1.0
10,1.0,0.0,0.0,6.0,0.0
6,1.0,0.0,0.0,2.0,0.0
48,1.0,0.0,0.0,27.0,0.0
13,1.0,0.0,0.0,8.0,0.0
6,0.0,0.0,0.0,3.0,0.0
2,0.0,0.0,0.0,2.0,0.0
225,11.0,0.0,0.0,100.0,4.0
21,0.0,0.0,0.0,20.0,0.0
17,0.0,0.0,0.0,12.0,0.0
31,-1.0,0.0,0.0,22.0,0.0
6,1.0,0.0,0.0,4.0,1.0
16,0.0,0.0,0.0,1.0,0.0
31,2.0,0.0,0.0,7.0,0.0
39,8.0,0.0,0.0,17.0,3.0
1,0.0,0.0,0.0,1.0,1.0
51,6.0,0.0,0.0,4.0,0.0
15,4.0,0.0,0.0,7.0,0.0
6,0.0,0.0,0.0,6.0,0.0
267,19.0,0.0,0.0,87.0,9.0
17,2.0,0.0,0.0,12.0,3.0
21,2.0,0.0,0.0,5.0,0.0
26,2.0,0.0,0.0,10.0,1.0
6,1.0,0.0,0.0,1.0,0.0
138,16.0,0.0,0.0,35.0,9.0
4,1.0,0.0,0.0,1.0,0.0
27,0.0,0.0,0.0,15.0,0.0
14,2.0,0.0,0.0,3.0,0.0
16,1.0,0.0,0.0,7.0,0.0
9,1.0,0.0,0.0,2.0,0.0
119,4.0,0.0,0.0,51.0,5.0
5,2.0,0.0,0.0,2.0,0.0
3,0.0,0.0,0.0,0.0,0.0
75,1.0,0.0,0.0,38.0,0.0
1,-1.0,0.0,0.0,1.0,0.0
31,0.0,0.0,0.0,8.0,5.0
4,2.0,0.0,0.0,2.0,0.0
143,25.0,0.0,0.0,74.0,9.0
1,1.0,0.0,0.0,0.0,0.0
24,14.0,0.0,0.0,1.0,0.0
3,1.0,0.0,0.0,2.0,0.0
7,-1.0,0.0,0.0,2.0,0.0
27,0.0,0.0,0.0,23.0,2.0
3,1.0,0.0,0.0,2.0,0.0
2,0.0,0.0,0.0,2.0,0.0
7,1.0,0.0,0.0,6.0,0.0
1,0.0,0.0,0.0,0.0,0.0
61,7.0,0.0,0.0,31.0,7.0
7,1.0,0.0,0.0,5.0,0.0
884,61.0,6.0,0.0,477.0,14.0
2,0.0,0.0,0.0,0.0,0.0
116,25.0,0.0,0.0,19.0,0.0
32,1.0,0.0,0.0,26.0,0.0
33,1.0,1.0,0.0,18.0,0.0
38,3.0,0.0,0.0,26.0,0.0
138,36.0,1.0,0.0,52.0,5.0
0,0.0,0.0,0.0,0.0,0.0
56,4.0,0.0,0.0,32.0,0.0
66,2.0,0.0,0.0,45.0,6.0
0,0.0,0.0,0.0,0.0,0.0
21,1.0,0.0,0.0,18.0,0.0
16,2.0,1.0,0.0,7.0,0.0
21,1.0,0.0,0.0,17.0,1.0
6,0.0,0.0,0.0,6.0,0.0
3,1.0,0.0,0.0,2.0,0.0
315,46.0,2.0,0.0,149.0,3.0
54,1.0,1.0,0.0,41.0,0.0
4,0.0,0.0,0.0,4.0,0.0
6,0.0,0.0,0.0,2.0,0.0
31,6.0,0.0,0.0,15.0,1.0
