Confirmed,ConfirmedChange,Deaths,DeathsChange,Recovered,RecoveredChange
40415,311.0,1549.0,6.0,26382.0,299.0
146,0.0,15.0,0.0,26382.0,299.0
4055,13.0,248.0,0.0,26382.0,299.0
409,3.0,3.0,1.0,26382.0,299.0
574,22.0,15.0,0.0,26382.0,299.0
17767,240.0,453.0,4.0,26382.0,299.0
92,0.0,0.0,0.0,26382.0,299.0
17372,33.0,815.0,1.0,26382.0,299.0
