Confirmed,ConfirmedChange,Deaths,DeathsChange,Recovered,RecoveredChange
50187,1178.0,2620.0,47.0,20449.0,791.0
37,0.0,2.0,0.0,20.0,0.0
829,0.0,6.0,0.0,542.0,0.0
147,0.0,2.0,0.0,68.0,0.0
1309,0.0,79.0,0.0,508.0,0.0
105,0.0,6.0,0.0,65.0,0.0
2346,0.0,121.0,0.0,860.0,0.0
702,0.0,38.0,0.0,243.0,0.0
172,0.0,4.0,0.0,129.0,0.0
8533,0.0,651.0,0.0,2381.0,0.0
397,0.0,4.0,0.0,292.0,0.0
108,0.0,1.0,0.0,40.0,0.0
214,0.0,8.0,0.0,90.0,0.0
9349,0.0,563.0,0.0,4445.0,0.0
109,0.0,0.0,0.0,45.0,0.0
169,0.0,12.0,0.0,117.0,0.0
520,0.0,13.0,0.0,113.0,0.0
171,0.0,2.0,0.0,145.0,0.0
322,0.0,22.0,0.0,48.0,0.0
736,0.0,59.0,0.0,122.0,0.0
970,0.0,67.0,0.0,227.0,0.0
1311,0.0,7.0,0.0,297.0,0.0
128,0.0,6.0,0.0,112.0,0.0
263,0.0,16.0,0.0,161.0,0.0
292,0.0,5.0,0.0,203.0,0.0
2208,0.0,141.0,0.0,333.0,0.0
3200,0.0,123.0,0.0,1104.0,0.0
1541,0.0,61.0,0.0,682.0,0.0
2703,0.0,169.0,0.0,1177.0,0.0
282,0.0,4.0,0.0,167.0,0.0
978,0.0,41.0,0.0,654.0,0.0
214,0.0,3.0,0.0,96.0,0.0
99,0.0,2.0,0.0,76.0,0.0
691,0.0,30.0,0.0,465.0,0.0
276,0.0,8.0,0.0,216.0,0.0
