Confirmed,ConfirmedChange,Deaths,DeathsChange,Recovered,RecoveredChange
473105,16922.0,14894.0,418.0,271696.0,13012.0
58,2.0,0.0,0.0,41.0,0.0
0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,1.0,0.0
35,0.0,0.0,0.0,32.0,0.0
5428,144.0,124.0,5.0,4779.0,180.0
1080,52.0,7.0,0.0,347.0,0.0
699,42.0,6.0,0.0,289.0,5.0
500,22.0,1.0,0.0,219.0,14.0
824,64.0,6.0,1.0,308.0,3.0
958,67.0,16.0,2.0,511.0,10.0
1179,47.0,45.0,2.0,519.0,5.0
1555,72.0,44.0,2.0,827.0,20.0
218,18.0,2.0,0.0,128.0,28.0
61,1.0,2.0,0.0,36.0,14.0
407,40.0,2.0,0.0,186.0,0.0
99,5.0,0.0,0.0,39.0,8.0
681,18.0,1.0,0.0,115.0,0.0
120,-6.0,0.0,0.0,38.0,16.0
6647,364.0,9.0,0.0,4034.0,75.0
85,2.0,0.0,0.0,0.0,0.0
147,0.0,0.0,0.0,55.0,0.0
24,0.0,0.0,0.0,7.0,0.0
98,0.0,0.0,0.0,82.0,0.0
52,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0
95,1.0,0.0,0.0,6.0,0.0
334,1.0,0.0,0.0,5.0,0.0
77,1.0,0.0,0.0,5.0,0.0
89,0.0,0.0,0.0,9.0,0.0
57,0.0,0.0,0.0,4.0,0.0
272,0.0,0.0,0.0,88.0,0.0
78,0.0,1.0,0.0,5.0,0.0
139,0.0,0.0,0.0,54.0,0.0
215,1.0,0.0,0.0,21.0,0.0
714,23.0,4.0,0.0,383.0,0.0
39,0.0,0.0,0.0,7.0,0.0
106,1.0,0.0,0.0,20.0,0.0
86,1.0,0.0,0.0,10.0,0.0
82,0.0,0.0,0.0,6.0,0.0
49,0.0,0.0,0.0,28.0,0.0
327,0.0,0.0,0.0,25.0,0.0
28,2.0,0.0,0.0,9.0,0.0
29,0.0,0.0,0.0,26.0,0.0
104,3.0,0.0,0.0,35.0,0.0
114,3.0,0.0,0.0,6.0,0.0
105,0.0,0.0,0.0,2.0,0.0
28,0.0,0.0,0.0,0.0,0.0
8488,215.0,56.0,1.0,6480.0,374.0
103,0.0,1.0,0.0,82.0,0.0
96,1.0,0.0,0.0,70.0,3.0
190,8.0,1.0,0.0,141.0,14.0
223,1.0,0.0,0.0,172.0,4.0
374,10.0,4.0,0.0,330.0,45.0
389,7.0,1.0,0.0,320.0,2.0
166,1.0,2.0,0.0,137.0,0.0
210,2.0,0.0,0.0,147.0,2.0
281,9.0,5.0,0.0,171.0,12.0
174,2.0,1.0,0.0,156.0,6.0
184,0.0,2.0,0.0,139.0,0.0
227,5.0,0.0,0.0,184.0,10.0
69,4.0,1.0,0.0,47.0,0.0
224,1.0,2.0,0.0,190.0,0.0
149,0.0,0.0,0.0,139.0,53.0
274,2.0,1.0,0.0,231.0,0.0
297,1.0,3.0,0.0,289.0,6.0
149,1.0,0.0,0.0,126.0,7.0
108,11.0,0.0,0.0,70.0,3.0
168,3.0,1.0,0.0,134.0,0.0
400,6.0,1.0,0.0,272.0,97.0
322,1.0,1.0,0.0,268.0,9.0
267,28.0,2.0,0.0,175.0,3.0
195,1.0,3.0,0.0,158.0,10.0
229,11.0,2.0,0.0,192.0,4.0
516,15.0,5.0,1.0,290.0,3.0
284,14.0,0.0,0.0,222.0,0.0
322,2.0,1.0,0.0,297.0,27.0
159,3.0,0.0,0.0,92.0,0.0
301,6.0,2.0,0.0,166.0,16.0
188,1.0,5.0,0.0,160.0,25.0
134,1.0,0.0,0.0,103.0,0.0
78,0.0,1.0,0.0,72.0,3.0
130,0.0,2.0,0.0,116.0,2.0
399,9.0,2.0,0.0,223.0,6.0
222,12.0,0.0,0.0,180.0,1.0
140,1.0,3.0,0.0,103.0,1.0
423,3.0,6.0,0.0,329.0,7.0
423,3.0,6.0,0.0,329.0,7.0
2456,37.0,12.0,0.0,1729.0,128.0
44,0.0,0.0,0.0,41.0,0.0
225,0.0,0.0,0.0,172.0,39.0
114,2.0,0.0,0.0,72.0,0.0
7,2.0,1.0,0.0,4.0,0.0
46,1.0,0.0,0.0,41.0,3.0
1,1.0,0.0,0.0,0.0,0.0
172,0.0,2.0,0.0,170.0,0.0
3,1.0,0.0,0.0,2.0,0.0
8,0.0,1.0,0.0,7.0,1.0
109,0.0,3.0,0.0,63.0,3.0
29,3.0,0.0,0.0,20.0,4.0
221,1.0,0.0,0.0,121.0,14.0
125,1.0,0.0,0.0,82.0,0.0
92,0.0,0.0,0.0,86.0,6.0
3,0.0,0.0,0.0,2.0,0.0
306,0.0,0.0,0.0,234.0,33.0
56,0.0,0.0,0.0,49.0,0.0
82,0.0,1.0,0.0,74.0,1.0
121,0.0,0.0,0.0,104.0,0.0
9,0.0,0.0,0.0,2.0,0.0
98,4.0,1.0,0.0,73.0,1.0
245,9.0,1.0,0.0,150.0,23.0
213,4.0,2.0,0.0,88.0,0.0
5,2.0,0.0,0.0,0.0,0.0
24,3.0,0.0,0.0,18.0,0.0
49,0.0,0.0,0.0,25.0,0.0
45,0.0,0.0,0.0,25.0,0.0
107,16.0,0.0,0.0,30.0,1.0
73780,3390.0,2429.0,64.0,44765.0,3328.0
184,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0
32,0.0,1.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0,0.0
130,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0,0.0
660,-43.0,2.0,1.0,289.0,84.0
377,0.0,0.0,0.0,61.0,0.0
29578,577.0,1754.0,18.0,21506.0,410.0
19839,238.0,1390.0,12.0,15051.0,216.0
54,3.0,5.0,0.0,23.0,2.0
174,7.0,13.0,0.0,147.0,8.0
188,2.0,15.0,0.0,144.0,0.0
168,0.0,8.0,0.0,143.0,4.0
181,9.0,6.0,0.0,90.0,11.0
218,5.0,13.0,0.0,146.0,1.0
78,1.0,2.0,0.0,62.0,0.0
46,0.0,2.0,0.0,37.0,0.0
55,1.0,0.0,0.0,44.0,0.0
20,0.0,1.0,0.0,15.0,0.0
602,15.0,27.0,2.0,418.0,36.0
67,4.0,1.0,0.0,48.0,0.0
174,14.0,4.0,0.0,77.0,7.0
74,4.0,1.0,0.0,46.0,3.0
131,6.0,5.0,0.0,97.0,3.0
127,5.0,5.0,0.0,87.0,0.0
133,0.0,2.0,0.0,110.0,0.0
228,4.0,11.0,0.0,138.0,0.0
11,1.0,1.0,0.0,6.0,1.0
79,11.0,0.0,0.0,32.0,2.0
64,5.0,1.0,0.0,38.0,0.0
159,6.0,15.0,0.0,117.0,3.0
154,2.0,13.0,0.0,100.0,0.0
14,0.0,2.0,0.0,10.0,0.0
215,14.0,5.0,0.0,112.0,8.0
158,2.0,8.0,0.0,107.0,4.0
3876,164.0,142.0,3.0,2582.0,46.0
106,2.0,5.0,1.0,53.0,3.0
6,0.0,0.0,0.0,5.0,0.0
4,0.0,0.0,0.0,4.0,0.0
2029,44.0,47.0,0.0,1362.0,52.0
88,8.0,3.0,0.0,47.0,0.0
839,33.0,8.0,1.0,474.0,8.0
38,0.0,0.0,0.0,26.0,3.0
50,0.0,0.0,0.0,37.0,2.0
225,4.0,1.0,0.0,114.0,0.0
228,17.0,3.0,1.0,123.0,1.0
4,1.0,0.0,0.0,3.0,0.0
5,0.0,0.0,0.0,4.0,0.0
0,0.0,0.0,0.0,0.0,0.0
24,0.0,2.0,0.0,21.0,0.0
39,2.0,2.0,0.0,16.0,0.0
36,2.0,0.0,0.0,17.0,0.0
91,7.0,0.0,0.0,42.0,1.0
99,0.0,0.0,0.0,71.0,1.0
12463,453.0,198.0,10.0,7380.0,455.0
302,3.0,3.0,0.0,193.0,11.0
69,0.0,1.0,0.0,45.0,0.0
2940,143.0,68.0,3.0,1497.0,191.0
98,2.0,0.0,0.0,78.0,11.0
4851,89.0,76.0,1.0,3041.0,164.0
214,4.0,1.0,0.0,120.0,19.0
217,9.0,3.0,0.0,136.0,4.0
96,0.0,4.0,0.0,36.0,0.0
78,3.0,0.0,0.0,54.0,2.0
262,13.0,4.0,1.0,162.0,8.0
112,0.0,0.0,0.0,66.0,0.0
201,0.0,0.0,0.0,147.0,3.0
161,1.0,0.0,0.0,136.0,8.0
290,10.0,2.0,0.0,203.0,13.0
103,4.0,0.0,0.0,50.0,0.0
152,8.0,7.0,1.0,107.0,9.0
221,3.0,4.0,0.0,82.0,0.0
488,7.0,7.0,0.0,405.0,0.0
93,2.0,0.0,0.0,73.0,3.0
1059,105.0,15.0,4.0,574.0,0.0
90,0.0,0.0,0.0,50.0,0.0
2261,42.0,12.0,0.0,1605.0,30.0
37,1.0,2.0,0.0,27.0,0.0
43,0.0,0.0,0.0,36.0,0.0
37,4.0,0.0,0.0,10.0,0.0
127,0.0,0.0,0.0,109.0,0.0
4,0.0,0.0,0.0,4.0,0.0
352,6.0,0.0,0.0,186.0,16.0
97,0.0,0.0,0.0,97.0,11.0
80,8.0,1.0,0.0,51.0,0.0
8,0.0,0.0,0.0,1.0,0.0
110,5.0,1.0,0.0,68.0,0.0
179,5.0,2.0,0.0,122.0,0.0
28,0.0,0.0,0.0,20.0,0.0
28,3.0,0.0,0.0,23.0,0.0
171,5.0,1.0,0.0,109.0,0.0
54,0.0,0.0,0.0,48.0,0.0
53,0.0,0.0,0.0,41.0,0.0
30,0.0,0.0,0.0,30.0,0.0
51,1.0,0.0,0.0,45.0,0.0
120,0.0,0.0,0.0,88.0,0.0
204,2.0,5.0,0.0,149.0,1.0
4,0.0,0.0,0.0,3.0,0.0
36,0.0,0.0,0.0,30.0,1.0
351,2.0,0.0,0.0,271.0,1.0
57,0.0,0.0,0.0,37.0,0.0
10560,442.0,170.0,6.0,6672.0,519.0
555,26.0,8.0,0.0,194.0,49.0
1791,113.0,78.0,0.0,506.0,30.0
316,4.0,1.0,0.0,295.0,6.0
70,12.0,4.0,3.0,14.0,3.0
537,8.0,15.0,0.0,396.0,18.0
182,2.0,2.0,0.0,147.0,0.0
44,1.0,1.0,0.0,23.0,0.0
47,0.0,0.0,0.0,41.0,0.0
486,29.0,8.0,1.0,334.0,88.0
282,7.0,7.0,0.0,227.0,0.0
244,26.0,3.0,0.0,141.0,43.0
104,10.0,2.0,0.0,45.0,3.0
311,12.0,1.0,0.0,230.0,17.0
54,10.0,0.0,0.0,25.0,0.0
1289,35.0,14.0,1.0,860.0,31.0
26,18.0,0.0,0.0,3.0,0.0
84,4.0,0.0,0.0,36.0,0.0
44,0.0,1.0,0.0,20.0,2.0
382,9.0,0.0,0.0,334.0,0.0
218,22.0,1.0,1.0,125.0,15.0
443,0.0,2.0,0.0,355.0,48.0
147,33.0,4.0,0.0,6.0,0.0
123,4.0,1.0,0.0,93.0,5.0
58,1.0,3.0,0.0,39.0,0.0
1116,14.0,2.0,0.0,1011.0,33.0
167,11.0,0.0,0.0,122.0,10.0
331,10.0,7.0,0.0,232.0,0.0
909,2.0,1.0,0.0,685.0,118.0
3727,123.0,23.0,0.0,1941.0,53.0
242,18.0,1.0,0.0,99.0,3.0
209,10.0,1.0,0.0,85.0,2.0
95,3.0,0.0,0.0,39.0,2.0
384,9.0,5.0,0.0,264.0,1.0
421,4.0,0.0,0.0,293.0,8.0
283,13.0,2.0,0.0,87.0,0.0
180,2.0,1.0,0.0,88.0,2.0
227,7.0,1.0,0.0,152.0,6.0
385,6.0,3.0,0.0,198.0,12.0
448,24.0,1.0,0.0,220.0,5.0
262,13.0,0.0,0.0,79.0,9.0
182,2.0,4.0,0.0,115.0,0.0
327,10.0,3.0,0.0,177.0,3.0
80,2.0,1.0,0.0,45.0,0.0
0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0
147741,4842.0,6931.0,192.0,77453.0,3661.0
302,1.0,12.0,0.0,236.0,5.0
1352,33.0,71.0,2.0,827.0,36.0
486,15.0,24.0,0.0,332.0,4.0
4084,217.0,211.0,10.0,2050.0,58.0
102,0.0,3.0,0.0,70.0,0.0
79,1.0,0.0,0.0,51.0,2.0
181,2.0,12.0,1.0,131.0,11.0
65,1.0,0.0,0.0,48.0,3.0
615,27.0,47.0,0.0,372.0,19.0
60,0.0,1.0,0.0,47.0,0.0
103,0.0,0.0,0.0,86.0,1.0
265,2.0,1.0,0.0,232.0,1.0
2652,152.0,204.0,6.0,1361.0,65.0
411,8.0,12.0,0.0,282.0,18.0
774,16.0,8.0,0.0,700.0,0.0
241,4.0,13.0,0.0,165.0,16.0
70878,1350.0,4062.0,98.0,39149.0,2141.0
0,0.0,0.0,0.0,0.0,0.0
1418,52.0,13.0,0.0,965.0,23.0
304,3.0,11.0,0.0,225.0,47.0
90,0.0,6.0,0.0,52.0,0.0
3276,172.0,194.0,1.0,1773.0,53.0
190,4.0,8.0,0.0,140.0,5.0
4263,235.0,99.0,6.0,1188.0,30.0
91,4.0,4.0,0.0,75.0,0.0
18015,570.0,659.0,22.0,9706.0,299.0
3085,196.0,94.0,1.0,1820.0,27.0
529,12.0,25.0,0.0,374.0,13.0
320,17.0,9.0,0.0,194.0,18.0
891,15.0,42.0,1.0,673.0,5.0
190,8.0,4.0,0.0,147.0,1.0
2440,72.0,236.0,4.0,1321.0,97.0
29488,1608.0,810.0,37.0,12424.0,646.0
15,1.0,1.0,0.0,11.0,0.0
86,6.0,3.0,0.0,53.0,5.0
279,24.0,9.0,1.0,173.0,12.0
46,0.0,1.0,0.0,42.0,1.0
0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0
25,0.0,1.0,0.0,17.0,0.0
1,0.0,0.0,0.0,1.0,0.0
0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,4.0,0.0
0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,4.0,0.0
5,0.0,0.0,0.0,5.0,0.0
1,0.0,0.0,0.0,0.0,0.0
682,19.0,0.0,0.0,328.0,70.0
79,1.0,0.0,0.0,57.0,1.0
38,0.0,0.0,0.0,4.0,0.0
116,2.0,0.0,0.0,55.0,8.0
36,1.0,0.0,0.0,16.0,0.0
77,3.0,0.0,0.0,52.0,3.0
90,2.0,0.0,0.0,10.0,1.0
162,55.0,0.0,0.0,25.0,7.0
43,2.0,0.0,0.0,23.0,0.0
111,12.0,0.0,0.0,17.0,3.0
12595,147.0,542.0,8.0,9619.0,146.0
16,0.0,1.0,0.0,14.0,0.0
3,0.0,0.0,0.0,3.0,0.0
29,0.0,0.0,0.0,29.0,0.0
43,0.0,1.0,0.0,40.0,0.0
20,0.0,0.0,0.0,12.0,0.0
97,5.0,3.0,0.0,71.0,3.0
49,2.0,0.0,0.0,38.0,1.0
176,3.0,0.0,0.0,113.0,0.0
2633,32.0,94.0,3.0,1882.0,40.0
391,0.0,23.0,0.0,362.0,0.0
54,1.0,0.0,0.0,48.0,0.0
43,0.0,2.0,0.0,21.0,0.0
32,1.0,0.0,0.0,27.0,0.0
21,0.0,1.0,0.0,20.0,0.0
208,1.0,10.0,0.0,164.0,4.0
161,6.0,5.0,0.0,132.0,2.0
30,0.0,0.0,0.0,29.0,0.0
293,1.0,17.0,0.0,263.0,0.0
12,0.0,1.0,0.0,9.0,0.0
312,3.0,2.0,0.0,259.0,4.0
26,0.0,1.0,0.0,17.0,0.0
41,0.0,3.0,0.0,34.0,0.0
4507,46.0,211.0,4.0,3344.0,54.0
378,6.0,14.0,0.0,297.0,1.0
15,0.0,1.0,0.0,14.0,1.0
15,0.0,2.0,0.0,7.0,4.0
6,0.0,1.0,0.0,4.0,0.0
105,1.0,9.0,0.0,89.0,1.0
224,10.0,1.0,0.0,147.0,0.0
30,0.0,0.0,0.0,19.0,0.0
435,3.0,7.0,0.0,396.0,3.0
29,0.0,0.0,0.0,22.0,0.0
108,0.0,5.0,0.0,80.0,2.0
82,1.0,5.0,0.0,37.0,1.0
143,2.0,6.0,0.0,118.0,1.0
46,3.0,1.0,0.0,38.0,0.0
308,6.0,20.0,1.0,223.0,1.0
29,2.0,2.0,0.0,20.0,0.0
13,0.0,2.0,0.0,9.0,0.0
11,0.0,0.0,0.0,2.0,0.0
18,1.0,0.0,0.0,15.0,0.0
54,1.0,3.0,0.0,41.0,3.0
70,2.0,2.0,0.0,55.0,0.0
33,2.0,0.0,0.0,21.0,0.0
20,0.0,1.0,0.0,17.0,0.0
16,0.0,0.0,0.0,12.0,0.0
30,0.0,1.0,0.0,14.0,0.0
850,1.0,69.0,0.0,724.0,14.0
10,0.0,1.0,0.0,9.0,0.0
43,1.0,0.0,0.0,40.0,0.0
269,0.0,14.0,0.0,218.0,6.0
123,-10.0,0.0,0.0,19.0,10.0
35,0.0,0.0,0.0,13.0,2.0
8,0.0,0.0,0.0,4.0,0.0
11,0.0,0.0,0.0,10.0,3.0
