Confirmed,ConfirmedChange,Deaths,DeathsChange,Recovered,RecoveredChange
83449,19.0,4634.0,0.0,78433.0,5.0
991,0.0,6.0,0.0,985.0,0.0
863,13.0,9.0,0.0,584.0,0.0
582,0.0,6.0,0.0,573.0,0.0
363,0.0,1.0,0.0,357.0,0.0
161,3.0,2.0,0.0,138.0,0.0
1635,1.0,8.0,0.0,1621.0,1.0
254,0.0,2.0,0.0,252.0,0.0
147,0.0,2.0,0.0,145.0,0.0
171,0.0,6.0,0.0,163.0,0.0
348,0.0,6.0,0.0,323.0,0.0
947,0.0,13.0,0.0,934.0,0.0
1276,0.0,22.0,0.0,1254.0,0.0
68135,0.0,4512.0,0.0,63623.0,0.0
1019,0.0,4.0,0.0,1015.0,0.0
238,0.0,1.0,0.0,236.0,0.0
654,0.0,0.0,0.0,653.0,0.0
932,0.0,1.0,0.0,931.0,0.0
155,0.0,2.0,0.0,153.0,0.0
154,0.0,2.0,0.0,147.0,0.0
75,0.0,0.0,0.0,75.0,0.0
18,0.0,0.0,0.0,18.0,0.0
319,1.0,3.0,0.0,307.0,0.0
792,0.0,7.0,0.0,785.0,0.0
703,0.0,7.0,0.0,670.0,1.0
198,0.0,0.0,0.0,198.0,0.0
589,0.0,3.0,0.0,575.0,2.0
198,0.0,3.0,0.0,192.0,0.0
76,0.0,3.0,0.0,73.0,0.0
1,0.0,0.0,0.0,1.0,0.0
185,0.0,2.0,0.0,183.0,0.0
1269,0.0,1.0,0.0,1267.0,0.0
