Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
3443,3,165,0.0,Brandenburg
8302,59,214,0.0,Berlin
35744,50,1838,0.0,Baden-Württemberg
48547,67,2597,0.0,Bavaria
1670,3,53,0.0,Bremen
10869,58,508,0.0,Hesse
5211,7,260,0.0,Hamburg
803,0,20,0.0,Mecklenburg-West Pomerania
13605,28,632,0.0,Lower Saxony
43436,194,1684,0.0,North Rhine-Westphalia
7036,14,235,0.0,Rhineland-Palatinate
3163,4,152,0.0,Schleswig-Holstein
2807,1,173,0.0,Saarland
5457,6,224,0.0,Saxony
1876,3,59,0.0,Saxony-Anhalt
3259,3,181,0.0,Thuringia
