Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
893,45,20,0.0,Amazonas
4356,145,237,0.0,Ancash
247,12,0,0.0,Apurimac
3749,121,28,0.0,Arequipa
902,35,6,0.0,Ayacucho
955,39,3,0.0,Cajamarca
11687,274,281,0.0,Callao
1113,27,3,0.0,Cuzco
507,16,1,0.0,Huancavelica
1085,43,7,0.0,Huanuco
3604,141,219,0.0,Ica
2082,63,14,0.0,Junín
5003,185,169,0.0,La Libertad
8428,212,602,0.0,Lambayeque
102650,2207,1407,0.0,Lima
5128,164,288,0.0,Loreto
684,37,6,0.0,Madre de Dios
545,16,2,0.0,Moquegua
544,16,8,0.0,Pasco
8719,335,481,0.0,Piura
458,17,6,0.0,Puno
1819,98,18,0.0,San Martin
485,16,4,0.0,Tacna
1467,44,69,0.0,Tumbes
4326,136,104,0.0,Ucayali
