Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
34,0.0,1.0,4.0,Azua
36,1.0,1.0,7.0,Barahona
3,0.0,0.0,1.0,Dajabón
1605,34.0,38.0,453.0,Distrito Nacional
597,3.0,76.0,99.0,Duarte
196,9.0,5.0,28.0,Espaillat
12,0.0,2.0,2.0,Hato Mayor
1,0.0,0.0,1.0,Independencia
115,1.0,1.0,41.0,La Altagracia
121,10.0,2.0,19.0,La Romana
473,38.0,7.0,61.0,La Vega
176,1.0,4.0,18.0,Monseñor Nouel
47,4.0,1.0,7.0,Peravia
205,7.0,13.0,17.0,Puerto Plata
154,0.0,11.0,19.0,Salcedo
167,2.0,7.0,16.0,San Cristóbal
6,1.0,2.0,0.0,San José de Ocoa
59,6.0,3.0,3.0,San Juan
63,1.0,8.0,15.0,San Pedro de Macorís
166,0.0,6.0,10.0,Sánchez Ramírez
789,4.0,47.0,123.0,Santiago
1198,25.0,41.0,198.0,Santo Domingo
