Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
1547,42.0,54.0,96.0,Amazonas
884,23.0,6.0,396.0,Antioquia
1,0.0,0.0,0.0,Arauca
2934,81.0,72.0,268.0,Atlantico
2382,77.0,108.0,323.0,Bolivar
166,4.0,5.0,58.0,Boyaca
205,0.0,6.0,80.0,Caldas
7639,253.0,212.0,1957.0,Capital District
22,0.0,1.0,7.0,Caqueta
32,0.0,0.0,15.0,Casanare
76,2.0,4.0,40.0,Cauca
105,9.0,11.0,54.0,Cesar
121,12.0,4.0,12.0,Choco
94,2.0,5.0,20.0,Cordoba
570,32.0,14.0,208.0,Cundinamarca
238,1.0,9.0,143.0,Huila
49,0.0,3.0,12.0,La Guajira
495,12.0,35.0,150.0,Magdalena
969,0.0,8.0,94.0,Meta
809,22.0,32.0,79.0,Narino
120,1.0,12.0,77.0,Norte de Santander
8,0.0,0.0,0.0,Putumayo
95,1.0,3.0,65.0,Quindio
245,0.0,8.0,203.0,Risaralda
21,0.0,0.0,6.0,San Andrés and Providencia
58,0.0,3.0,38.0,Santander
7,0.0,0.0,1.0,Sucre
227,3.0,7.0,96.0,Tolima
2574,84.0,129.0,767.0,Valle del Cauca
11,0.0,0.0,0.0,Vaupes
