Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
3271,10,155,0.0,Brandenburg
6738,35,196,0.0,Berlin
34645,73,1743,0.0,Baden-Württemberg
46809,80,2441,0.0,Bavaria
1372,24,42,0.0,Bremen
9962,47,476,0.0,Hesse
5078,2,246,0.0,Hamburg
763,0,20,0.0,Mecklenburg-West Pomerania
11832,82,585,0.0,Lower Saxony
37803,105,1588,0.0,North Rhine-Westphalia
6673,21,230,0.0,Rhineland-Palatinate
3078,6,144,0.0,Schleswig-Holstein
2731,0,162,0.0,Saarland
5278,18,211,0.0,Saxony
1702,1,55,0.0,Saxony-Anhalt
2958,26,159,0.0,Thuringia
