Confirmed,ConfirmedChange,Deaths,Recovered,Country_Region
6053,414,153,691,Afghanistan
898,18,31,694,Albania
6442,189,529,3158,Algeria
0,0,0,3158,American Samoa
761,1,49,596,Andorra
48,3,2,14,Angola
3,0,0,3,Anguilla
24,0,3,11,Antigua and Barbuda
7121,255,353,2372,Argentina
4044,184,52,1572,Armenia
101,0,3,93,Aruba
6989,14,98,6299,Australia
16014,41,626,14405,Austria
2953,107,35,1833,Azerbaijan
96,2,11,41,Bahamas
6198,382,10,2353,Bahrain
18863,1041,283,3361,Bangladesh
85,0,7,65,Barbados
26772,947,151,8168,Belarus
54288,307,8924,14111,Belgium
18,0,2,16,Belize
339,6,2,83,Benin
122,1,9,66,Bermuda
20,5,0,5,Bhutan
3372,224,152,339,Bolivia
2,0,0,2,Bonaire
2210,39,122,1272,Bosnia and Herz.
24,0,1,17,Botswana
202918,13944,13993,79479,Brazil
7,0,1,3,British Virgin Islands
141,0,1,134,Brunei
2100,31,99,531,Bulgaria
776,3,51,592,Burkina Faso
15,0,1,7,Burundi
315,26,2,67,Cape Verde
122,0,0,121,Cambodia
2954,154,139,1555,Cameroon
73401,1123,5472,36091,Canada
93,7,1,54,Cayman Islands
278,23,0,10,Central African Rep.
399,27,46,83,Chad
37040,2659,368,15655,Chile
82929,3,4633,78195,China
13610,680,525,3358,Colombia
11,0,1,3,Comoros
1242,73,50,157,Dem. Rep. Congo
828,9,6,535,Costa Rica
1971,59,24,930,Côte d'Ivoire
2221,8,94,1850,Croatia
1830,20,79,1383,Cuba
16,0,1,14,Curaçao
907,2,24,104,Cyprus
8351,82,292,5241,Czech Rep.
10911,46,537,8805,Denmark
1297,11,3,905,Djibouti
16,0,0,15,Dominica
11739,419,424,3351,Dominican Rep.
32581,70,2338,3433,Ecuador
10829,398,571,3133,Egypt
1210,98,23,405,El Salvador
583,61,7,13,Eq. Guinea
39,0,0,37,Eritrea
1758,7,62,909,Estonia
188,1,2,51,Swaziland
272,9,5,108,Ethiopia
13,0,0,13,Falkland Is.
187,0,0,187,Faroe Is.
18,0,0,14,Fiji
6317,172,287,4300,Finland
141356,622,27425,59605,France
60,0,0,59,French Polynesia
1104,100,10,182,Gabon
20,0,10,182,Gaza Strip
667,20,12,383,Georgia
172239,933,7723,150300,Germany
5530,122,24,674,Ghana
148,0,0,144,Gibraltar
2770,10,156,1374,Greece
11,0,0,11,Greenland
21,0,0,13,Grenada
145,0,10,68,Guadeloupe
153,1,5,128,Guam
1342,143,29,121,Guatemala
252,0,13,230,Guernsey
2473,99,14,895,Guinea
913,77,3,26,Guinea-Bissau
115,1,10,41,Guyana
234,15,18,17,Haiti
2255,78,123,237,Honduras
1052,1,4,1009,香港
3380,39,436,1169,Hungary
1802,0,10,1780,Iceland
78003,3722,2549,26235,India
16006,568,1043,3518,Indonesia
114533,1808,6854,90539,Iran
3143,111,115,3028,Iraq
23827,426,1506,19470,Ireland
333,1,23,272,Isle of Man
16579,31,265,12364,Israel
223096,992,31368,115288,Italy
509,2,9,113,Jamaica
16193,114,710,10338,Japan
297,1,27,226,Jersey
586,4,9,393,Jordan
5571,154,32,2531,Kazakhstan
758,21,42,284,Kenya
945,18,29,671,Kosovo
11975,947,88,3451,Kuwait
1082,38,12,735,Kyrgyzstan
19,0,0,14,Lao PDR
970,8,19,627,Latvia
891,5,26,236,Lebanon
1,0,0,0,Lesotho
215,2,20,105,Liberia
64,0,3,28,Libya
82,0,1,55,Liechtenstein
1511,6,54,934,Lithuania
3915,11,103,3665,Luxembourg
45,0,0,43,Macao SAR
230,18,4,108,Madagascar
63,0,4,24,Malawi
6819,40,112,5351,Malaysia
982,12,4,45,Maldives
779,21,46,436,Mali
522,14,6,443,Malta
20,5,2,6,Mauritania
334,0,10,322,Mauritius
221,0,3,77,Mayotte
42595,2409,4477,26990,Mexico
5553,147,194,2228,Moldova
96,0,4,87,Monaco
98,56,0,15,Mongolia
324,0,9,298,Montenegro
11,0,1,8,Montserrat
6607,91,190,3310,Morocco
115,8,0,42,Mozambique
181,0,6,84,Myanmar
16,0,0,12,Namibia
249,6,0,35,Nepal
43481,270,5590,3459,Netherlands
18,0,0,18,New Caledonia
1497,0,21,1411,New Zealand
