Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
1436,35,123,102,Abruzzi
237,11,9,3,Basilicata
669,10,38,21,Calabria
2231,139,148,107,Campania
14787,713,1732,1566,Emilia-Romagna
1685,92,122,357,Friuli-Venezia Giulia
3264,169,169,337,Latium
3660,244,460,555,Liguria
44773,1565,7593,11415,Lombardy
3962,137,477,29,Marches
160,16,10,19,Molise
9795,494,886,439,Piedmont
1946,143,129,61,Apulia
745,23,34,36,Sardinia
1718,71,88,86,Sicily
4867,259,253,182,Tuscany
1418,47,116,190,Trentino-Alto Adige
1095,17,37,194,Umbria
631,3,59,32,Valle d'Aosta
9625,470,499,902,Veneto
