Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
279,45,11,0.0,Acre
554,141,32,0.0,Alagoas
798,165,21,0.0,Amapá
3833,639,304,0.0,Amazonas
2209,247,73,0.0,Bahia
5833,1033,327,0.0,Ceará
1703,322,51,0.0,Espírito Santo
1066,77,27,0.0,Federal District
573,87,25,0.0,Goiás
2223,272,112,0.0,Maranhão
250,10,9,0.0,Mato Grosso
234,21,7,0.0,Mato Grosso do Sul
1548,129,61,0.0,Minas Gerais
1867,421,100,0.0,Pará
499,113,49,0.0,Paraiba
1156,37,72,0.0,Paraná
4898,899,415,0.0,Pernambuco
331,75,18,0.0,Piauí
7111,829,645,0.0,Rio de Janeiro
825,71,44,0.0,Rio Grande do Norte
1166,105,35,0.0,Rio Grande do Sul
364,74,10,0.0,Rondônia
401,97,4,0.0,Roraima
1235,65,42,0.0,Santa Catarina
20715,2889,1700,0.0,São Paulo
159,15,9,0.0,Sergipe
58,15,2,0.0,Tocantins
