Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
328,14,5,173,Alajuela
100,8,3,78,Alajuela
6,0,0,3,Alajuela
18,0,1,15,Alajuela
1,0,0,0,Alajuela
13,0,0,0,Alajuela
12,0,0,7,Alajuela
9,0,0,8,Alajuela
12,0,0,11,Alajuela
7,0,0,6,Alajuela
0,0,0,0,Alajuela
71,3,0,31,Alajuela
1,0,0,0,Alajuela
54,2,0,9,Alajuela
8,0,0,5,Alajuela
10,1,1,0,Alajuela
7,0,0,0,Alajuela
68,0,0,47,Cartago
1,0,0,1,Cartago
20,0,0,14,Cartago
6,0,0,5,Cartago
2,0,0,2,Cartago
27,0,0,19,Cartago
8,0,0,4,Cartago
2,0,0,1,Cartago
2,0,0,1,Cartago
102,4,0,19,Guanacaste
20,0,0,1,Guanacaste
11,1,0,3,Guanacaste
25,0,0,1,Guanacaste
3,1,0,2,Guanacaste
1,0,0,1,Guanacaste
7,0,0,1,Guanacaste
16,0,0,1,Guanacaste
0,0,0,0,Guanacaste
8,0,0,4,Guanacaste
6,2,0,3,Guanacaste
6,0,0,2,Guanacaste
123,5,0,60,Heredia
9,0,0,8,Heredia
5,0,0,4,Heredia
12,0,0,8,Heredia
1,0,0,1,Heredia
56,4,0,16,Heredia
2,1,0,1,Heredia
20,0,0,12,Heredia
3,0,0,3,Heredia
10,0,0,7,Heredia
5,0,0,0,Heredia
43,5,0,12,Limon
2,0,0,1,Limon
0,0,0,0,Limon
35,4,0,7,Limon
1,0,0,0,Limon
3,0,0,3,Limon
2,0,0,1,Limon
64,1,0,40,Puntarenas
0,0,0,0,Puntarenas
1,0,0,0,Puntarenas
2,0,0,2,Puntarenas
2,0,0,2,Puntarenas
23,0,0,21,Puntarenas
2,0,0,2,Puntarenas
2,0,0,2,Puntarenas
6,0,0,5,Puntarenas
0,0,0,0,Puntarenas
22,1,0,6,Puntarenas
4,0,0,0,Puntarenas
488,3,5,344,San Jose
0,0,0,0,San Jose
19,1,0,13,San Jose
24,0,0,11,San Jose
25,0,0,22,San Jose
25,0,0,22,San Jose
55,1,1,39,San Jose
0,0,0,0,San Jose
31,1,0,29,San Jose
39,0,0,24,San Jose
0,0,0,0,San Jose
19,0,0,16,San Jose
8,0,1,5,San Jose
18,0,0,13,San Jose
5,0,0,3,San Jose
2,0,0,1,San Jose
160,1,2,94,San Jose
44,0,1,38,San Jose
4,0,0,3,San Jose
2,0,0,2,San Jose
15,1,0,9,San Jose
