Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
2131,17,78,1309,Amazonas
2147,111,9,782,Antioquia
45,43,0,2,Arauca
11002,875,419,2792,Atlantico
5256,193,217,1685,Bolivar
251,4,9,158,Boyaca
224,1,7,130,Caldas
16404,568,393,6885,Capital District
25,0,1,21,Caqueta
38,2,0,33,Casanare
189,6,8,73,Cauca
554,14,16,86,Cesar
715,35,20,139,Choco
279,9,16,81,Cordoba
1715,72,42,521,Cundinamarca
7,0,1,0,Guainia
5,3,0,0,Guaviare
276,3,9,233,Huila
138,6,7,51,La Guajira
973,35,64,445,Magdalena
1025,6,11,940,Meta
2171,46,76,725,Narino
162,3,13,110,Norte de Santander
13,1,3,5,Putumayo
128,2,4,100,Quindio
323,6,11,235,Risaralda
21,0,0,7,San Andrés and Providencia
253,12,9,54,Santander
240,17,10,10,Sucre
394,20,13,208,Tolima
6077,275,260,2110,Valle del Cauca
27,16,0,11,Vaupes
1,0,0,1,Vichada
