Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
2708,16.0,117.0,0.0,Dolnośląskie
601,1.0,47.0,0.0,Kujawsko-pomorskie
2007,76.0,79.0,0.0,Łódzkie
514,4.0,16.0,0.0,Lubelskie
126,2.0,0.0,0.0,Lubuskie
1359,27.0,40.0,0.0,Małopolskie
3879,47.0,285.0,0.0,Mazowieckie
728,12.0,49.0,0.0,Opolskie
391,1.0,37.0,0.0,Podkarpackie
518,11.0,9.0,0.0,Podlaskie
569,9.0,36.0,0.0,Pomorskie
9639,285.0,242.0,0.0,Śląskie
515,2.0,23.0,0.0,Świętokrzyskie
180,1.0,1.0,0.0,Warmińsko-mazurskie
2273,19.0,157.0,0.0,Wielkopolskie
554,2.0,19.0,0.0,Zachodniopomorskie
