Confirmed,ConfirmedChange,Deaths,Recovered,Country_Region
20342,787,357,1820,Afghanistan
1232,20,34,925,Albania
10050,115,698,6631,Algeria
0,0,0,6631,American Samoa
852,0,51,741,Andorra
88,1,4,24,Angola
3,0,0,3,Anguilla
26,0,3,20,Antigua and Barbuda
22007,983,648,6075,Argentina
13130,496,200,3720,Armenia
101,0,3,98,Aruba
7255,4,103,6693,Australia
16898,55,672,15789,Austria
7239,379,84,4024,Azerbaijan
103,1,11,62,Bahamas
14383,548,24,9056,Bahrain
63026,2635,846,13325,Bangladesh
92,0,7,81,Barbados
47751,883,263,23015,Belarus
59072,165,9580,16190,Belgium
19,0,2,16,Belize
376,2,3,151,Benin
141,0,9,114,Bermuda
48,0,0,11,Bhutan
13358,789,454,1739,Bolivia
2,0,0,2,Bonaire
2638,32,159,1968,Bosnia and Herz.
40,0,1,23,Botswana
672846,27075,35930,302084,Brazil
8,0,1,7,British Virgin Islands
141,0,2,138,Brunei
2668,41,160,1528,Bulgaria
888,0,53,760,Burkina Faso
80,3,1,33,Burundi
546,10,5,240,Cape Verde
126,1,0,123,Cambodia
7599,207,212,4587,Cameroon
95057,722,7773,53614,Canada
166,2,1,93,Cayman Islands
1570,119,5,37,Central African Rep.
127745,5246,1541,100806,Chile
83030,3,4634,78329,China
38027,1392,1205,14382,Colombia
141,3,2,67,Comoros
3878,115,82,537,Dem. Rep. Congo
1263,35,10,701,Costa Rica
3557,126,36,1750,Côte d'Ivoire
2247,0,104,2121,Croatia
2173,40,83,1855,Cuba
21,0,1,16,Curaçao
963,3,25,104,Cyprus
9567,38,327,6885,Czech Rep.
12124,49,587,10721,Denmark
4169,46,26,1815,Djibouti
18,0,0,16,Dominica
19600,405,538,11919,Dominican Rep.
42728,622,3608,4100,Ecuador
32612,1497,1198,8538,Egypt
3015,81,53,1281,El Salvador
1455,19,12,200,Eq. Guinea
39,0,0,39,Eritrea
1931,21,69,1675,Estonia
322,17,3,224,Swaziland
1934,129,20,281,Ethiopia
13,0,0,13,Falkland Is.
187,0,0,187,Faroe Is.
18,0,0,18,Fiji
7006,18,322,5800,Finland
153634,579,29142,70806,France
60,0,0,60,French Polynesia
3149,48,21,833,Gabon
70,0,21,833,Gaza Strip
808,3,13,663,Georgia
183678,407,8646,168760,Germany
9462,294,44,3547,Ghana
175,1,0,155,Gibraltar
2980,13,181,1374,Greece
13,0,0,11,Greenland
23,0,0,22,Grenada
145,0,10,68,Guadeloupe
179,0,5,143,Guam
6792,638,230,1053,Guatemala
252,0,13,238,Guernsey
4117,57,23,2857,Guinea
1375,7,12,153,Guinea-Bissau
154,1,12,80,Guyana
3334,262,51,24,Haiti
6155,275,250,677,Honduras
1106,3,4,1048,香港
3990,20,545,2279,Hungary
1807,0,10,1794,Iceland
236657,9887,6642,114073,India
30514,993,1801,9907,Indonesia
169425,2269,8209,132038,Iran
11098,1252,318,4904,Iraq
25183,20,1678,22698,Ireland
336,0,24,312,Isle of Man
17752,160,295,15042,Israel
