Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
1378,24,0.0,0.0,Azuay
480,10,0.0,0.0,Bolívar
456,2,0.0,0.0,Cañar
225,4,0.0,0.0,Carchi
603,9,0.0,0.0,Chimborazo
842,20,0.0,0.0,Cotopaxi
1693,31,0.0,0.0,El Oro
1660,34,0.0,0.0,Esmeraldas
76,0,0.0,0.0,Galápagos
14744,23,0.0,0.0,Guayas
444,15,0.0,0.0,Imbabura
656,13,0.0,0.0,Loja
2024,18,0.0,0.0,Los Ríos
3637,58,0.0,0.0,Manabí
453,22,0.0,0.0,Morona Santiago
474,13,0.0,0.0,Napo
496,13,0.0,0.0,Orellana
494,14,0.0,0.0,Pastaza
5915,91,0.0,0.0,Pichincha
882,4,0.0,0.0,Santa Elena
1605,32,0.0,0.0,Santo Domingo de los Tsáchilas
299,11,0.0,0.0,Sucumbíos
803,15,0.0,0.0,Tungurahua
388,10,0.0,0.0,Zamora Chinchipe
