Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
78,1,2,0.0,Blekinge County
918,23,107,0.0,Dalarna County
700,30,73,0.0,Gavleborg County
60,1,3,0.0,Gotland County
441,23,40,0.0,Halland County
406,20,16,0.0,Jamtland County
919,32,85,0.0,Jonkoping County
205,5,15,0.0,Kalmar County
414,22,31,0.0,Kronoberg County
288,6,36,0.0,Norrbotten
1225,43,78,0.0,Orebro County
1555,18,135,0.0,Ostergotland County
962,30,88,0.0,Skane County
1372,25,181,0.0,Sodermanland County
9027,194,1604,0.0,Stockholm County
1179,33,181,0.0,Uppsala County
250,10,17,0.0,Varmland County
343,7,17,0.0,Västerbotten
299,16,47,0.0,Västernorrland
865,20,99,0.0,Vastmanland County
3117,146,250,0.0,Vastra Gotaland County
