Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
208,11.0,8.0,44.0,Atlántida
167,16.0,2.0,20.0,Choluteca
45,0.0,4.0,19.0,Colón
71,2.0,4.0,5.0,Comayagua
24,0.0,0.0,4.0,Copán
4279,184.0,194.0,372.0,Cortés
48,0.0,1.0,1.0,El Paraíso
1506,0.0,32.0,135.0,Francisco Morazán
18,0.0,1.0,9.0,Intibucá
12,0.0,0.0,0.0,Islas de la Bahía
24,0.0,0.0,2.0,La Paz
16,0.0,1.0,5.0,Lempira
13,1.0,0.0,2.0,Ocotepeque
21,0.0,0.0,4.0,Olancho
81,0.0,5.0,9.0,Santa Bárbara
84,10.0,0.0,11.0,Valle
284,0.0,10.0,47.0,Yoro
