Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
3437,9,165,0.0,Brandenburg
8096,75,212,0.0,Berlin
35476,30,1830,0.0,Baden-Württemberg
48202,80,2594,0.0,Bavaria
1658,2,49,0.0,Bremen
10707,41,505,0.0,Hesse
5177,1,259,0.0,Hamburg
797,1,20,0.0,Mecklenburg-West Pomerania
13422,44,625,0.0,Lower Saxony
42150,158,1673,0.0,North Rhine-Westphalia
6951,11,235,0.0,Rhineland-Palatinate
3144,4,152,0.0,Schleswig-Holstein
2802,1,171,0.0,Saarland
5439,1,223,0.0,Saxony
1862,4,58,0.0,Saxony-Anhalt
3240,5,178,0.0,Thuringia
