Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
132,6.0,4.0,32.0,Atlántida
101,4.0,2.0,8.0,Choluteca
42,0.0,1.0,19.0,Colón
62,27.0,4.0,2.0,Comayagua
22,17.0,0.0,4.0,Copán
3063,130.0,157.0,288.0,Cortés
31,8.0,1.0,1.0,El Paraíso
901,33.0,12.0,84.0,Francisco Morazán
13,0.0,1.0,7.0,Gracias a Dios
13,1.0,1.0,7.0,Intibucá
9,0.0,0.0,0.0,Islas de la Bahía
19,7.0,0.0,2.0,La Paz
14,1.0,1.0,3.0,Lempira
11,0.0,0.0,1.0,Ocotepeque
35,0.0,0.0,1.0,Olancho
48,3.0,4.0,8.0,Santa Bárbara
53,18.0,0.0,8.0,Valle
232,7.0,9.0,17.0,Yoro
