Confirmed,ConfirmedChange,Deaths,Recovered,Country_Region
11831,658,220,1097,Afghanistan
1004,6,32,795,Albania
8503,197,609,4747,Algeria
0,0,0,4747,American Samoa
763,1,51,663,Andorra
70,1,4,18,Angola
3,0,0,3,Anguilla
24,0,3,19,Antigua and Barbuda
12615,552,467,3062,Argentina
7402,289,91,3145,Armenia
101,0,3,95,Aruba
7118,9,102,6534,Australia
16459,19,641,15138,Austria
4271,149,51,2741,Azerbaijan
100,0,11,46,Bahamas
9171,33,14,4753,Bahrain
35585,1975,501,7334,Bangladesh
92,0,7,70,Barbados
37144,946,204,14449,Belarus
57342,250,9312,15297,Belgium
18,0,2,16,Belize
352,2,3,84,Benin
136,3,9,89,Bermuda
27,3,0,6,Bhutan
6660,397,261,629,Bolivia
2,0,0,2,Bonaire
2406,5,146,1696,Bosnia and Herz.
35,0,1,19,Botswana
374898,11687,23473,153833,Brazil
8,0,1,6,British Virgin Islands
141,0,1,137,Brunei
2433,6,130,862,Bulgaria
832,6,52,672,Burkina Faso
42,0,1,20,Burundi
390,10,3,155,Cape Verde
124,0,0,122,Cambodia
5163,273,165,1865,Cameroon
85711,1012,6545,44593,Canada
134,2,1,61,Cayman Islands
652,48,1,22,Central African Rep.
687,12,61,244,Chad
73997,4895,761,29302,Chile
82985,11,4634,78268,China
21981,806,750,5265,Colombia
90,3,1,21,Comoros
2296,156,67,337,Dem. Rep. Congo
951,21,10,628,Costa Rica
2423,47,30,1257,Côte d'Ivoire
2244,0,100,2035,Croatia
1947,6,82,1704,Cuba
18,1,1,14,Curaçao
937,2,24,104,Cyprus
9002,47,318,6063,Czech Rep.
11586,28,563,9964,Denmark
2468,66,14,1079,Djibouti
16,0,0,16,Dominica
15264,191,468,8285,Dominican Rep.
37355,599,3203,3560,Ecuador
17967,702,783,4900,Egypt
2042,59,36,598,El Salvador
1043,28,12,165,Eq. Guinea
39,0,0,39,Eritrea
1824,1,65,1538,Estonia
256,6,2,158,Swaziland
655,73,5,159,Ethiopia
13,0,0,13,Falkland Is.
187,0,0,187,Faroe Is.
18,0,0,15,Fiji
6713,54,308,4800,Finland
145279,358,28432,65199,France
60,0,0,60,French Polynesia
2135,101,14,462,Gabon
59,1,14,462,Gaza Strip
731,1,12,526,Georgia
178570,289,8257,162648,Germany
6808,125,32,2080,Ghana
155,1,0,147,Gibraltar
2883,4,172,1374,Greece
12,0,0,11,Greenland
23,1,0,18,Grenada
145,0,10,68,Guadeloupe
166,0,5,138,Guam
3424,370,58,258,Guatemala
252,0,13,237,Guernsey
3344,69,20,1673,Guinea
1178,22,7,42,Guinea-Bissau
137,2,11,62,Guyana
958,93,27,22,Haiti
3950,207,180,468,Honduras
1066,0,4,1030,香港
3756,15,491,1711,Hungary
1804,0,10,1791,Iceland
138845,6977,4021,57721,India
22750,479,1391,5642,Indonesia
137724,2023,7451,107713,Iran
4632,163,163,2811,Iraq
24698,59,1606,21060,Ireland
336,0,24,305,Isle of Man
16734,17,281,14203,Israel
230158,300,32877,141981,Italy
552,2,9,211,Jamaica
16623,42,846,13612,Japan
307,1,29,280,Jersey
711,3,9,479,Jordan
8531,209,35,4515,Kazakhstan
1286,72,51,402,Kenya
1038,3,30,785,Kosovo
21967,665,165,6621,Kuwait
1433,30,16,992,Kyrgyzstan
19,0,0,14,Lao PDR
1053,4,22,712,Latvia
1129,10,26,688,Lebanon
2,0,0,0,Lesotho
265,0,26,141,Liberia
76,1,3,39,Libya
