Confirmed,ConfirmedChange,Deaths,Recovered,Country_Region
31238,271,741,13934,Afghanistan
2466,64,58,1438,Albania
13571,298,905,9671,Algeria
0,0,0,9671,American Samoa
855,0,52,799,Andorra
276,9,11,93,Angola
3,0,0,3,Anguilla
69,0,3,22,Antigua and Barbuda
62255,2335,1280,21125,Argentina
25127,482,433,13297,Armenia
103,1,3,98,Aruba
7767,81,104,7008,Australia
17723,67,703,16420,Austria
16968,544,206,9369,Azerbaijan
104,0,11,77,Bahamas
26239,534,84,20928,Bahrain
141801,4014,1783,57780,Bangladesh
97,0,7,85,Barbados
61790,315,387,45213,Belarus
61361,66,9732,16941,Belgium
23,0,2,17,Belize
1187,38,19,323,Benin
146,0,9,134,Bermuda
77,1,0,38,Bhutan
32125,601,1071,8517,Bolivia
2,0,0,2,Bonaire
4344,129,184,2366,Bosnia and Herz.
175,17,1,25,Botswana
1368195,24052,58314,733848,Brazil
8,0,1,7,British Virgin Islands
141,0,3,138,Brunei
4691,66,219,2508,Bulgaria
960,1,53,830,Burkina Faso
174,4,1,115,Burundi
1165,10,12,608,Cape Verde
141,0,0,130,Cambodia
13151,112,313,10100,Cameroon
103918,668,8566,67178,Canada
199,1,1,189,Cayman Islands
3613,184,47,773,Central African Rep.
866,0,74,781,Chad
275999,4017,5575,236154,Chile
83512,12,4634,78460,China
95043,3274,3223,39954,Colombia
272,0,7,161,Comoros
6939,112,167,1050,Dem. Rep. Congo
3269,217,15,1394,Costa Rica
9214,113,66,3996,Côte d'Ivoire
2725,34,107,2155,Croatia
2340,8,86,2211,Cuba
23,0,1,19,Curaçao
108,0,4,104,Cyprus
11805,202,348,7746,Czech Rep.
12951,26,605,11512,Denmark
4656,5,53,4433,Djibouti
18,0,0,18,Dominica
32568,752,747,17280,Dominican Rep.
55665,410,4502,5900,Ecuador
66754,1566,2872,17951,Egypt
6438,265,174,3648,El Salvador
2401,134,32,515,Eq. Guinea
195,4,0,53,Eritrea
1988,1,69,1818,Estonia
795,14,11,380,Swaziland
5846,157,103,2430,Ethiopia
13,0,0,13,Falkland Is.
187,0,0,187,Faroe Is.
18,0,0,18,Fiji
7233,14,328,6600,Finland
164260,280,29813,75999,France
60,0,0,60,French Polynesia
5394,62,42,2420,Gabon
72,0,42,2420,Gaza Strip
926,2,15,791,Georgia
193761,262,8961,178051,Germany
17351,609,112,12994,Ghana
176,0,0,176,Gibraltar
3390,16,191,1374,Greece
13,0,0,13,Greenland
23,0,0,23,Grenada
145,0,10,68,Guadeloupe
253,2,5,179,Guam
17409,479,746,3152,Guatemala
252,0,13,238,Guernsey
5351,60,31,4296,Guinea
1654,14,24,317,Guinea-Bissau
235,2,12,109,Guyana
5847,70,104,787,Haiti
19188,370,485,1875,Honduras
1204,4,7,1105,香港
4145,3,585,2685,Hungary
1842,2,10,1818,Iceland
548318,19459,16475,321722,India
55092,1082,2805,23800,Indonesia
225205,2536,10670,186180,Iran
47151,1749,1839,22974,Iraq
25462,23,1735,23349,Ireland
336,0,24,312,Isle of Man
24611,751,319,17218,Israel
240436,126,34744,189196,Italy
698,2,10,552,Jamaica
