Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
817,24,33,0.0,Aguascalientes
4958,91,808,0.0,Baja California
608,17,32,0.0,Baja California Sur
549,21,70,0.0,Campeche
1707,102,101,0.0,Chiapas
1525,57,286,0.0,Chihuahua
1067,34,72,0.0,Coahuila
143,5,21,0.0,Colima
346,21,33,0.0,Durango
1540,110,101,0.0,Guanajuato
1736,105,210,0.0,Guerrero
1688,70,247,0.0,Hidalgo
1668,118,133,0.0,Jalisco
14495,408,1046,0.0,México
22698,872,2427,0.0,Mexico City
1817,68,143,0.0,Michoacán
1351,29,250,0.0,Morelos
557,27,46,0.0,Nayarit
1324,-11564,80,0.0,Nuevo León
1383,80,121,0.0,Oaxaca
2892,115,335,0.0,Puebla
870,29,95,0.0,Querétaro
1848,36,337,0.0,Quintana Roo
882,34,49,0.0,San Luis Potosí
3300,133,431,0.0,Sinaloa
1973,120,88,0.0,Sonora
4046,187,470,0.0,Tabasco
1544,62,95,0.0,Tamaulipas
1028,28,135,0.0,Tlaxcala
3806,168,460,0.0,Veracruz
1763,51,139,0.0,Yucatán
285,8,29,0.0,Zacatecas
