Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
20,0,1,17,Aceh
487,11,5,334,Bali
50,4,1,28,Bangka-Belitung
883,11,69,273,Banten
92,1,2,25,Bengkulu
1432,15,70,371,Central Java
428,9,20,182,Central Kalimantan
128,0,4,61,Central Sulawesi
5135,139,418,699,East Java
298,2,3,175,East Kalimantan
97,3,1,14,East Nusa Tenggara
108,7,6,29,Gorontalo
7541,97,518,2399,Jakarta
98,1,0,15,Jambi
136,2,10,80,Lampung
230,4,8,36,Maluku
165,0,2,81,North Kalimantan
174,11,15,29,North Maluku
354,8,37,52,North Sulawesi
418,5,41,151,North Sumatra
819,72,7,78,Papua
117,0,6,92,Riau
209,6,15,102,Riau Islands
247,2,5,125,South East Sulawesi
969,25,87,99,South Kalimantan
1630,45,75,625,South Sulawesi
1019,19,34,224,South Sumatra
2314,27,151,648,West Java
196,4,4,55,West Kalimantan
670,17,12,292,West Nusa Tenggara
172,2,2,55,West Papua
92,0,2,49,West Sulawesi
574,4,25,272,West Sumatra
237,1,8,168,Yogyakarta
