Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
33,0.0,0.0,33.0,Andaman and Nicobar Islands
2823,66.0,56.0,1856.0,Andhra Pradesh
159,8.0,4.0,92.0,Andhra Pradesh
223,5.0,1.0,97.0,Andhra Pradesh
113,2.0,0.0,76.0,Andhra Pradesh
106,16.0,0.0,43.0,Andhra Pradesh
450,8.0,8.0,328.0,Andhra Pradesh
417,7.0,15.0,280.0,Andhra Pradesh
662,8.0,21.0,447.0,Andhra Pradesh
70,1.0,0.0,63.0,Andhra Pradesh
87,2.0,1.0,47.0,Andhra Pradesh
90,5.0,0.0,54.0,Andhra Pradesh
1,0.0,0.0,1.0,Arunachal Pradesh
378,49.0,4.0,55.0,Assam
2587,207.0,13.0,702.0,Bihar
238,13.0,3.0,186.0,Chandigarh
252,38.0,0.0,67.0,Chhattisgarh
13418,508.0,261.0,6540.0,Delhi
2,0.0,0.0,0.0,Dadra and Nagar Haveli
66,11.0,0.0,19.0,Goa
14056,392.0,858.0,6412.0,Gujarat
10352,301.0,619.0,3330.0,Gujarat
88,1.0,9.0,75.0,Gujarat
119,1.0,8.0,84.0,Gujarat
32,0.0,0.0,18.0,Gujarat
231,11.0,8.0,90.0,Gujarat
34,0.0,0.0,3.0,Gujarat
46,0.0,2.0,25.0,Gujarat
62,1.0,1.0,6.0,Gujarat
102,3.0,4.0,51.0,Gujarat
2,0.0,0.0,2.0,Gujarat
76,2.0,6.0,58.0,Gujarat
72,1.0,4.0,25.0,Gujarat
5,0.0,0.0,3.0,Gujarat
92,2.0,2.0,55.0,Gujarat
64,4.0,3.0,20.0,Gujarat
1368,47.0,57.0,823.0,Gujarat
846,32.0,35.0,470.0,Gujarat
203,18.0,3.0,63.0,Himachal Pradesh
1184,53.0,16.0,765.0,Haryana
370,20.0,4.0,148.0,Jharkhand
2089,130.0,42.0,654.0,Karnataka
847,52.0,4.0,521.0,Kerala
50231,3041.0,1635.0,14600.0,Maharashtra
111,6.0,1635.0,14600.0,Maharashtra
419,25.0,1635.0,14600.0,Maharashtra
170,10.0,1635.0,14600.0,Maharashtra
1257,44.0,1635.0,14600.0,Maharashtra
13,0.0,1635.0,14600.0,Maharashtra
38,0.0,1635.0,14600.0,Maharashtra
3,0.0,1635.0,14600.0,Maharashtra
130,7.0,1635.0,14600.0,Maharashtra
442,37.0,1635.0,14600.0,Maharashtra
43,0.0,1635.0,14600.0,Maharashtra
272,37.0,1635.0,14600.0,Maharashtra
71,6.0,1635.0,14600.0,Maharashtra
29997,1499.0,1635.0,14600.0,Maharashtra
485,16.0,1635.0,14600.0,Maharashtra
988,27.0,1635.0,14600.0,Maharashtra
19,0.0,1635.0,14600.0,Maharashtra
689,54.0,1635.0,14600.0,Maharashtra
5613,316.0,1635.0,14600.0,Maharashtra
733,59.0,1635.0,14600.0,Maharashtra
170,16.0,1635.0,14600.0,Maharashtra
78,5.0,1635.0,14600.0,Maharashtra
277,31.0,1635.0,14600.0,Maharashtra
6666,466.0,1635.0,14600.0,Maharashtra
8,0.0,1635.0,14600.0,Maharashtra
120,3.0,1635.0,14600.0,Maharashtra
14,0.0,1.0,12.0,Meghalaya
32,3.0,0.0,4.0,Manipur
6665,294.0,290.0,3408.0,Madhya Pradesh
1190,42.0,290.0,3408.0,Madhya Pradesh
112,6.0,290.0,3408.0,Madhya Pradesh
3036,62.0,290.0,3408.0,Madhya Pradesh
209,5.0,290.0,3408.0,Madhya Pradesh
1,0.0,0.0,1.0,Mizoram
1336,67.0,7.0,550.0,Orissa
2060,15.0,40.0,1898.0,Punjab
41,15.0,1.0,12.0,Puducherry
7028,286.0,163.0,3848.0,Rajasthan
296,7.0,163.0,228.0,Rajasthan
40,0.0,163.0,28.0,Rajasthan
81,2.0,163.0,66.0,Rajasthan
77,7.0,163.0,1.0,Rajasthan
143,5.0,163.0,115.0,Rajasthan
110,6.0,163.0,43.0,Rajasthan
84,4.0,163.0,37.0,Rajasthan
75,5.0,163.0,14.0,Rajasthan
40,0.0,163.0,26.0,Rajasthan
28,0.0,163.0,10.0,Rajasthan
314,9.0,163.0,8.0,Rajasthan
1820,41.0,163.0,1062.0,Rajasthan
66,2.0,163.0,35.0,Rajasthan
92,5.0,163.0,49.0,Rajasthan
1243,34.0,163.0,856.0,Rajasthan
10,0.0,163.0,4.0,Rajasthan
390,12.0,163.0,272.0,Rajasthan
340,37.0,163.0,132.0,Rajasthan
319,31.0,163.0,59.0,Rajasthan
10,0.0,163.0,3.0,Rajasthan
126,19.0,163.0,9.0,Rajasthan
159,1.0,163.0,142.0,Rajasthan
487,18.0,163.0,12.0,Rajasthan
1,0.0,0.0,0.0,Sikkim
16277,765.0,111.0,8324.0,Tamil Nadu
360,1.0,111.0,8324.0,Tamil Nadu
10991,732.0,111.0,8324.0,Tamil Nadu
150,1.0,111.0,8324.0,Tamil Nadu
433,4.0,111.0,8324.0,Tamil Nadu
135,1.0,111.0,8324.0,Tamil Nadu
70,0.0,111.0,8324.0,Tamil Nadu
287,17.0,111.0,8324.0,Tamil Nadu
49,0.0,111.0,8324.0,Tamil Nadu
80,0.0,111.0,8324.0,Tamil Nadu
214,8.0,111.0,8324.0,Tamil Nadu
55,1.0,111.0,8324.0,Tamil Nadu
77,0.0,111.0,8324.0,Tamil Nadu
139,0.0,111.0,8324.0,Tamil Nadu
39,0.0,111.0,8324.0,Tamil Nadu
49,0.0,111.0,8324.0,Tamil Nadu
29,0.0,111.0,8324.0,Tamil Nadu
84,2.0,111.0,8324.0,Tamil Nadu
99,1.0,111.0,8324.0,Tamil Nadu
747,37.0,111.0,8324.0,Tamil Nadu
32,0.0,111.0,8324.0,Tamil Nadu
174,13.0,111.0,8324.0,Tamil Nadu
78,2.0,111.0,8324.0,Tamil Nadu
285,11.0,111.0,8324.0,Tamil Nadu
114,0.0,111.0,8324.0,Tamil Nadu
