Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
2867,13.0,137.0,0.0,Dolnośląskie
652,3.0,49.0,0.0,Kujawsko-pomorskie
2918,54.0,145.0,0.0,Łódzkie
610,10.0,17.0,0.0,Lubelskie
145,1.0,0.0,0.0,Lubuskie
1624,14.0,44.0,0.0,Małopolskie
4799,50.0,318.0,0.0,Mazowieckie
857,7.0,50.0,0.0,Opolskie
565,12.0,48.0,0.0,Podkarpackie
736,16.0,10.0,0.0,Podlaskie
636,46.0,38.0,0.0,Pomorskie
12084,120.0,294.0,0.0,Śląskie
721,13.0,34.0,0.0,Świętokrzyskie
213,3.0,1.0,0.0,Warmińsko-mazurskie
2501,14.0,170.0,0.0,Wielkopolskie
599,2.0,20.0,0.0,Zachodniopomorskie
