Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
23,0,0.0,0.0,Bács-Kiskun
36,0,0.0,0.0,Baranya
17,0,0.0,0.0,Békés
65,0,0.0,0.0,Borsod-Abaúj-Zemplén
1528,25,0.0,0.0,Budapest
101,0,0.0,0.0,Csongrád
310,4,0.0,0.0,Fejér
81,0,0.0,0.0,Győr-Moson-Sopron
23,0,0.0,0.0,Hajdú-Bihar
17,0,0.0,0.0,Heves
23,0,0.0,0.0,Jász-Nagykun-Szolnok
148,7,0.0,0.0,Komárom-Esztergom
25,1,0.0,0.0,Nógrád
410,8,0.0,0.0,Pest
28,0,0.0,0.0,Somogy
47,0,0.0,0.0,Szabolcs-Szatmár-Bereg
17,0,0.0,0.0,Tolna
15,0,0.0,0.0,Vas
58,0,0.0,0.0,Veszprém
140,1,0.0,0.0,Zala
