Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
1753,41,12,1149,Adygea
522,0,0,230,Altay
3753,77,30,2677,Altay Territory
1572,0,9,667,Amur
5223,116,39,2383,Arkhangel’sk
3383,36,29,2272,Astrakhan’
5219,48,18,2783,Bashkortostan
4330,69,42,3211,Belgorod
422,1,5,338,Birobijan
5941,0,34,4292,Bryansk
2816,41,17,1864,Buryatia
1679,15,21,1177,Chechnya
6757,155,88,3500,Chelyabinsk
137,1,1,123,Chukot
4916,56,28,2807,Chuvashia
7634,73,367,5491,Dagestan
2970,24,67,2409,Ingushetia
6572,234,50,2254,Irkutsk
4477,72,40,2763,Ivanovo
4848,57,49,3037,Kabardino-Balkaria
2409,17,37,1370,Kaliningrad
1436,26,21,1031,Kalmykia
5916,9,44,3450,Kaluga
2050,42,28,735,Kamchatka
3221,0,12,1172,Karachay-Cherkessia
1184,51,2,449,Karelia
1488,0,9,683,Kemerovo
3981,82,28,2048,Khabarovsk
1773,38,15,1286,Khakassia
7837,0,41,3862,Khanty-Mansi
3112,36,34,2363,Kirov
3108,0,29,1359,Komi-Permyak
1500,30,15,822,Kostroma
5801,58,71,4511,Krasnodar
8475,144,107,3401,Krasnoyarsk
709,30,1,357,Kurgan
4887,70,31,2778,Kursk
3662,39,14,2217,Lipetsk
675,21,4,335,Magadan
2877,28,22,2811,Mari El
3282,42,25,2083,Mordovia
219337,733,3694,144191,Moscow City
4902,91,12,3439,Murmansk
99,3,0,38,Nenets
16842,218,215,9944,Nizhniy Novgorod
3935,25,67,3455,North Ossetia-Alania
3698,0,20,710,Novgorod
5667,101,83,3216,Novosibirsk
3376,79,27,1910,Omsk
4397,39,54,2620,Orel
3562,63,17,2622,Orenburg
4741,77,38,4239,Penza
3527,53,78,2594,Perm
4062,82,41,2474,Primorye
2615,51,19,838,Pskov
9307,112,105,5082,Rostov
5027,0,18,3350,Ryazan’
4070,57,27,2802,Sakha
722,20,0,120,Sakhalin
4677,60,53,2478,Samara
6003,0,42,3034,Saratov
4464,41,62,2122,Smolensk
23514,220,1008,15495,St Petersburg City
4872,101,90,2718,Stavropol
12089,212,85,6786,Sverdlovsk
4548,0,17,2558,Tambov
4390,0,11,3684,Tatarstan
2087,56,14,885,Tomsk
6459,77,93,5259,Tula
3983,0,3,899,Tuva
3471,52,67,2179,Tver’
2890,63,16,1684,Tyumen’
1356,22,15,969,Udmurtia
5459,107,35,2710,Ul’yanovsk
4211,51,59,2473,Vladimir
6035,100,35,2766,Volgograd
1545,19,17,1110,Vologda
6846,0,34,4174,Voronezh
5008,150,34,2058,Yamalo-Nenets
4614,0,18,2950,Yaroslavl’
2914,60,41,1723,Zabaykalsky Krai
