Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
100,4.0,3.0,0.0,Blekinge County
1035,13.0,128.0,0.0,Dalarna County
950,34.0,86.0,0.0,Gavleborg County
66,0.0,3.0,0.0,Gotland County
538,15.0,45.0,0.0,Halland County
522,14.0,17.0,0.0,Jamtland County
1126,23.0,113.0,0.0,Jonkoping County
250,6.0,25.0,0.0,Kalmar County
592,13.0,39.0,0.0,Kronoberg County
333,4.0,40.0,0.0,Norrbotten
1481,24.0,102.0,0.0,Orebro County
1729,12.0,159.0,0.0,Ostergotland County
1220,31.0,129.0,0.0,Skane County
1494,10.0,200.0,0.0,Sodermanland County
10425,119.0,1833.0,0.0,Stockholm County
1452,29.0,181.0,0.0,Uppsala County
322,14.0,23.0,0.0,Varmland County
412,11.0,18.0,0.0,Västerbotten
428,20.0,61.0,0.0,Västernorrland
1001,12.0,123.0,0.0,Vastmanland County
4201,146.0,385.0,0.0,Vastra Gotaland County
