Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
0,0.0,0,0.0,Catamarca
19328,959.0,454.0,0.0,City of Buenos Aires
1582,36.0,84.0,0.0,Chaco
94,4.0,1.0,0.0,Chubut
19007,675.0,372.0,0.0,City of Buenos Aires
115,3.0,372.0,0.0,Corrientes
565,18.0,37.0,0.0,Cordoba
144,11.0,37.0,0.0,Entre Rios
39,2.0,37.0,0.0,Formosa
13,1.0,37.0,0.0,Jujuy
64,0.0,8.0,0.0,La Rioja
39,0.0,2.0,0.0,Misiones
132,5.0,9.0,0.0,Mendoza
312,15.0,7.0,0.0,Neuquen
691,23.0,34.0,0.0,Rio Negro
7,0.0,34.0,0.0,San Juan
22,0.0,34.0,0.0,Santiago del Estero
335,12.0,4.0,0.0,Santa Fe
11,0.0,4.0,0.0,San Luis
149,0.0,0.0,0.0,"Tierra del Fuego, Antarctica, and South Atlantic Islands"
58,0.0,5.0,0.0,Tucuman
