Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
991,0,6,984,Anhui
593,0,8,516,Beijing
579,0,6,570,Chongqing
355,0,1,341,Fujian
139,0,2,137,Gansu
1582,1,8,1501,Guangdong
254,0,2,252,Guangxi Zhuang
147,0,2,145,Guizhou
168,0,6,162,Hainan
913,8,13,475,Heilongjiang
1276,0,22,1254,Henan
68128,0,4512,63514,Hubei
1019,0,4,1014,Hunan
195,1,1,108,Inner Mongolia
653,0,0,644,Jiangsu
937,0,1,936,Jiangxi
106,2,1,97,Jilin
75,0,0,75,Ningxia
18,0,0,18,Qinghai
638,0,7,530,Shanghai
197,0,0,140,Shanxi
561,0,3,554,Sichuan
76,0,3,73,Xinjiang
1,0,0,1,Xizang
184,0,2,178,Yunnan
1268,0,1,1251,Zhejiang
