Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
37,0,2,20,Aceh
1176,58,6,542,Bali
147,0,2,68,Bangka-Belitung
1378,12,79,508,Banten
114,2,6,65,Bengkulu
3120,129,121,860,Central Java
804,17,38,243,Central Kalimantan
178,1,4,129,Central Sulawesi
10315,297,651,2381,East Java
451,9,4,292,East Kalimantan
110,1,1,40,East Nusa Tenggara
232,3,8,90,Gorontalo
10407,177,563,4445,Jakarta
109,0,0,45,Jambi
177,2,12,117,Lampung
622,17,13,113,Maluku
183,2,2,145,North Kalimantan
586,44,22,48,North Maluku
916,30,59,122,North Sulawesi
1276,51,67,227,North Sumatra
1569,43,7,297,Papua
170,7,6,112,Riau
281,3,16,161,Riau Islands
364,12,5,203,South East Sulawesi
2689,81,141,333,South Kalimantan
4131,156,123,1104,South Sulawesi
1787,41,61,682,South Sumatra
2976,46,169,1177,West Java
304,4,4,167,West Kalimantan
1098,20,41,654,West Nusa Tenggara
226,2,3,96,West Papua
105,1,2,76,West Sulawesi
715,4,30,465,West Sumatra
294,3,8,216,Yogyakarta
