Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
1500,49,39,713,Alberta
1410,40,55,858,British Columbia
215,8,4,76,Manitoba
112,1,0,53,New Brunswick
239,3,3,96,Newfoundland and Labrador
407,34,2,82,Nova Scotia
5,0,0,82,Northwest Territories
6237,478,222,2305,Ontario
11677,765,241,1112,Quebec
285,7,3,115,Saskatchewan
8,0,0,4,Yukon Territory
