Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
192,0,2,115,Alajuela
82,8,2,56,Alajuela
4,2,0,1,Alajuela
16,1,0,11,Alajuela
0,0,0,0,Alajuela
0,0,0,0,Alajuela
6,2,0,4,Alajuela
7,0,0,6,Alajuela
11,0,0,9,Alajuela
7,0,0,4,Alajuela
0,0,0,0,Alajuela
30,1,0,20,Alajuela
0,0,0,0,Alajuela
14,3,0,3,Alajuela
6,0,0,3,Alajuela
0,0,0,0,Alajuela
0,0,0,0,Alajuela
55,0,0,27,Cartago
1,0,0,1,Cartago
17,4,0,8,Cartago
5,0,0,5,Cartago
2,0,0,2,Cartago
23,3,0,9,Cartago
5,0,0,3,Cartago
1,0,0,0,Cartago
1,0,0,0,Cartago
22,1,0,13,Guanacaste
1,1,0,0,Guanacaste
5,5,0,0,Guanacaste
0,0,0,0,Guanacaste
2,0,0,2,Guanacaste
1,0,0,1,Guanacaste
1,1,0,0,Guanacaste
3,2,0,1,Guanacaste
0,0,0,0,Guanacaste
4,0,0,4,Guanacaste
3,0,0,3,Guanacaste
2,0,0,2,Guanacaste
77,6,0,43,Heredia
8,0,0,4,Heredia
4,0,0,4,Heredia
10,0,0,7,Heredia
1,0,0,1,Heredia
31,15,0,10,Heredia
1,0,0,1,Heredia
13,0,0,9,Heredia
3,0,0,3,Heredia
6,0,0,4,Heredia
0,0,0,0,Heredia
11,0,0,5,Limon
0,0,0,0,Limon
0,0,0,0,Limon
8,4,0,3,Limon
0,0,0,0,Limon
2,1,0,1,Limon
1,0,0,1,Limon
40,0,0,24,Puntarenas
0,0,0,0,Puntarenas
0,0,0,0,Puntarenas
2,0,0,2,Puntarenas
2,0,0,1,Puntarenas
22,1,0,13,Puntarenas
1,1,0,0,Puntarenas
2,0,0,2,Puntarenas
5,2,0,2,Puntarenas
0,0,0,0,Puntarenas
6,2,0,4,Puntarenas
0,0,0,0,Puntarenas
370,2,4,186,San Jose
0,0,0,0,San Jose
14,2,0,8,San Jose
12,1,0,4,San Jose
21,0,0,11,San Jose
22,0,0,13,San Jose
47,3,1,18,San Jose
0,0,0,0,San Jose
30,3,0,17,San Jose
30,12,0,10,San Jose
0,0,0,0,San Jose
17,1,0,14,San Jose
7,3,0,2,San Jose
13,1,0,10,San Jose
3,0,0,3,San Jose
2,1,0,1,San Jose
100,14,2,49,San Jose
42,7,1,31,San Jose
4,0,0,1,San Jose
2,0,0,1,San Jose
9,0,0,5,San Jose
