Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
2328,3,89,1966,Amazonas
5263,282,37,2083,Antioquia
82,1,0,7,Arauca
25788,607,1338,8719,Atlantico
9854,225,394,4818,Bolivar
409,4,12,235,Boyaca
269,2,7,183,Caldas
34131,1405,762,13484,Capital District
43,0,1,22,Caqueta
85,16,0,48,Casanare
477,10,20,168,Cauca
1169,93,26,501,Cesar
1754,14,53,614,Choco
915,22,64,251,Cordoba
3074,68,60,1515,Cundinamarca
14,0,1,2,Guainia
39,0,0,7,Guaviare
369,4,11,255,Huila
559,23,20,121,La Guajira
2017,19,145,810,Magdalena
1305,12,15,980,Meta
3676,102,116,2181,Narino
354,7,20,176,Norte de Santander
33,4,7,9,Putumayo
169,1,5,118,Quindio
587,24,15,297,Risaralda
28,0,0,21,San Andrés and Providencia
846,34,14,216,Santander
1549,59,86,155,Sucre
1090,48,24,358,Tolima
11202,298,434,4996,Valle del Cauca
28,0,1,17,Vaupes
1,0,0,1,Vichada
