Confirmed,ConfirmedChange,Deaths,Recovered,Country_Region
2704,235,85,331,Afghanistan
789,7,31,519,Albania
4295,141,459,1872,Algeria
0,0,0,1872,American Samoa
747,1,44,472,Andorra
35,5,2,11,Angola
3,0,0,3,Anguilla
24,0,3,11,Antigua and Barbuda
4668,149,237,1297,Argentina
2329,56,33,1010,Armenia
100,0,2,81,Aruba
6783,16,93,5665,Australia
15508,38,596,13180,Austria
1894,40,25,1411,Azerbaijan
82,1,11,24,Bahamas
3284,114,8,1568,Bahrain
8790,552,175,177,Bangladesh
81,0,7,44,Barbados
15828,911,97,3117,Belarus
49517,485,7765,12211,Belgium
18,0,2,13,Belize
92,2,2,42,Benin
114,0,7,51,Bermuda
7,0,0,5,Bhutan
1229,31,66,134,Bolivia
2,0,0,2,Bonaire
1817,61,72,779,Bosnia and Herz.
23,0,1,8,Botswana
96559,4970,6750,40973,Brazil
6,0,1,3,British Virgin Islands
138,0,1,126,Brunei
1594,39,72,287,Bulgaria
652,3,44,535,Burkina Faso
15,4,1,7,Burundi
152,30,2,18,Cape Verde
122,0,0,120,Cambodia
2077,123,64,953,Cameroon
56714,1653,3566,23801,Canada
74,0,1,10,Cayman Islands
76,4,0,10,Central African Rep.
117,22,10,39,Chad
18435,1427,247,9572,Chile
82875,1,4633,77685,China
7285,279,324,1666,Colombia
3,2,0,0,Comoros
682,38,32,25,Dem. Rep. Congo
733,8,6,372,Costa Rica
1362,29,15,622,Côte d'Ivoire
2088,3,77,1463,Croatia
1611,74,66,765,Cuba
16,0,1,13,Curaçao
862,5,20,52,Cyprus
7755,18,247,3461,Czech Rep.
9605,96,475,6889,Denmark
1112,15,2,686,Djibouti
16,0,0,13,Dominica
7954,666,333,1481,Dominican Rep.
27464,1128,1371,2132,Ecuador
6193,298,415,1522,Egypt
490,44,11,141,El Salvador
375,15,1,9,Eq. Guinea
39,0,0,26,Eritrea
1699,5,53,256,Estonia
108,2,1,12,Swaziland
134,1,3,69,Ethiopia
13,0,0,13,Falkland Is.
187,0,0,184,Faroe Is.
18,0,0,12,Fiji
5253,48,220,3000,Finland
130979,794,24760,50562,France
58,0,0,43,French Polynesia
335,20,5,85,Gabon
582,16,8,207,Georgia
161703,945,6575,121014,Germany
2169,47,18,229,Ghana
144,0,0,132,Gibraltar
2620,8,143,1374,Greece
11,0,0,11,Greenland
21,2,0,13,Grenada
145,0,10,68,Guadeloupe
147,1,5,128,Guam
644,45,16,72,Guatemala
252,0,13,217,Guernsey
1586,49,7,405,Guinea
309,52,1,19,Guinea-Bissau
86,2,9,24,Guyana
85,2,8,10,Haiti
899,95,75,112,Honduras
1040,0,4,864,香港
2942,79,335,625,Hungary
1799,1,10,1706,Iceland
37776,2411,1223,10018,India
10843,292,831,1665,Indonesia
96448,802,6156,77350,Iran
2206,70,90,1473,Iraq
21176,343,1286,13386,Ireland
320,4,22,271,Isle of Man
16185,84,229,9593,Israel
209328,1900,28710,79914,Italy
432,10,8,31,Jamaica
14839,295,492,3981,Japan
291,2,24,197,Jersey
460,1,9,367,Jordan
3857,260,25,995,Kazakhstan
438,27,22,150,Kenya
823,10,25,336,Kosovo
4619,242,33,1703,Kuwait
769,13,8,527,Kyrgyzstan
19,0,0,9,Lao PDR
879,8,16,348,Latvia
737,4,25,192,Lebanon
154,2,18,48,Liberia
63,0,3,22,Libya
82,0,1,55,Liechtenstein
1455,2,46,632,Lithuania
