Confirmed,ConfirmedChange,Deaths,Recovered,Country_Region
5639,413,136,648,Afghanistan
880,4,31,688,Albania
6253,186,522,3058,Algeria
0,0,0,3058,American Samoa
760,2,49,576,Andorra
45,0,2,14,Angola
3,0,0,3,Anguilla
24,0,3,11,Antigua and Barbuda
6866,316,329,2253,Argentina
3860,142,49,1500,Armenia
101,0,3,91,Aruba
6975,11,98,6273,Australia
15973,79,624,14304,Austria
2846,107,35,1789,Azerbaijan
94,1,11,39,Bahamas
5816,285,10,2205,Bahrain
17822,1162,269,3361,Bangladesh
85,0,7,57,Barbados
25825,952,146,7711,Belarus
53981,202,8843,13937,Belgium
18,0,2,16,Belize
333,6,2,76,Benin
121,0,8,66,Bermuda
15,4,0,5,Bhutan
3148,317,142,313,Bolivia
2,0,0,2,Bonaire
2171,24,120,1228,Bosnia and Herz.
24,0,1,17,Botswana
188974,10760,13149,78424,Brazil
7,0,1,3,British Virgin Islands
141,0,1,134,Brunei
2069,46,96,499,Bulgaria
773,7,51,592,Burkina Faso
15,0,1,7,Burundi
289,22,2,61,Cape Verde
122,0,0,121,Cambodia
2800,89,136,1545,Cameroon
72278,1121,5304,35164,Canada
86,1,1,54,Cayman Islands
255,23,0,10,Central African Rep.
372,15,42,78,Chad
34381,2660,346,14865,Chile
82926,7,4633,78189,China
12930,658,509,3133,Colombia
11,0,1,0,Comoros
1169,67,50,148,Dem. Rep. Congo
819,9,6,527,Costa Rica
1912,55,24,902,Côte d'Ivoire
2213,6,94,1834,Croatia
1810,6,79,1326,Cuba
16,0,1,14,Curaçao
905,2,24,104,Cyprus
8269,48,291,5047,Czech Rep.
10865,76,533,8663,Denmark
1286,30,3,900,Djibouti
16,0,0,15,Dominica
11320,124,422,3339,Dominican Rep.
32511,70,2334,3433,Ecuador
10431,338,556,2980,Egypt
1112,75,20,374,El Salvador
522,12,6,13,Eq. Guinea
39,0,0,37,Eritrea
1751,5,61,777,Estonia
187,3,2,48,Swaziland
263,2,5,108,Ethiopia
13,0,0,13,Falkland Is.
187,0,0,187,Faroe Is.
18,0,0,14,Fiji
6145,91,287,4300,Finland
140734,507,27074,58673,France
60,0,0,58,French Polynesia
1004,141,9,152,Gabon
20,0,9,152,Gaza Strip
647,5,11,372,Georgia
171306,798,7634,146353,Germany
5408,281,24,514,Ghana
148,0,0,144,Gibraltar
2760,16,155,1374,Greece
11,0,0,11,Greenland
21,0,0,13,Grenada
145,0,10,68,Guadeloupe
152,0,5,128,Guam
1199,85,27,120,Guatemala
252,0,13,230,Guernsey
2374,76,14,856,Guinea
836,16,3,26,Guinea-Bissau
114,1,10,39,Guyana
219,10,18,17,Haiti
2177,77,121,211,Honduras
1051,1,4,1008,香港
3341,28,430,1102,Hungary
1802,0,10,1780,Iceland
74281,3525,2415,24386,India
15438,689,1028,3287,Indonesia
112725,1958,6783,89428,Iran
3032,119,115,1966,Iraq
23401,159,1497,19470,Ireland
332,1,23,272,Isle of Man
16548,19,264,12173,Israel
222104,888,31106,112541,Italy
507,2,9,100,Jamaica
16079,55,687,9868,Japan
296,1,27,226,Jersey
582,6,9,392,Jordan
5417,138,32,2408,Kazakhstan
737,22,40,281,Kenya
927,8,29,671,Kosovo
11028,751,82,3263,Kuwait
1044,7,12,726,Kyrgyzstan
19,0,0,14,Lao PDR
962,11,19,464,Latvia
