Confirmed,ConfirmedChange,Deaths,Recovered,Country_Region
14525,866,249,1259,Afghanistan
1099,23,33,851,Albania
9134,137,638,5419,Algeria
0,0,0,5419,American Samoa
764,1,51,684,Andorra
81,7,4,18,Angola
3,0,0,3,Anguilla
24,0,3,19,Antigua and Barbuda
15406,717,520,4788,Argentina
8927,251,127,3297,Armenia
101,0,3,98,Aruba
7173,23,103,6562,Australia
16575,31,668,15347,Austria
4989,230,58,3125,Azerbaijan
101,1,11,47,Bahamas
10449,397,15,5700,Bahrain
42844,2523,582,9015,Bangladesh
92,0,7,71,Barbados
40764,906,224,17390,Belarus
58061,212,9430,15682,Belgium
18,0,2,16,Belize
360,2,3,136,Benin
140,0,9,92,Bermuda
33,2,0,6,Bhutan
8731,353,300,738,Bolivia
2,0,0,2,Bonaire
2485,23,153,1803,Bosnia and Herz.
35,0,1,20,Botswana
465166,26928,27878,189476,Brazil
8,0,1,6,British Virgin Islands
141,0,1,137,Brunei
2485,8,136,1016,Bulgaria
853,6,53,719,Burkina Faso
42,0,1,20,Burundi
405,4,4,155,Cape Verde
124,0,0,122,Cambodia
5787,117,177,3326,Cameroon
89417,906,6979,47533,Canada
141,1,1,68,Cayman Islands
874,119,1,23,Central African Rep.
759,33,65,444,Chad
90638,3695,944,38598,Chile
82997,2,4634,78291,China
26688,1322,853,6111,Colombia
102,3,1,21,Comoros
2832,173,71,400,Dem. Rep. Congo
1023,23,10,646,Costa Rica
2750,109,32,1370,Côte d'Ivoire
2245,0,103,2059,Croatia
2005,22,82,1760,Cuba
19,0,1,14,Curaçao
942,1,24,104,Cyprus
9196,56,320,6500,Czech Rep.
11793,81,568,10240,Denmark
3054,140,20,1241,Djibouti
16,0,0,16,Dominica
16908,377,498,8952,Dominican Rep.
38571,100,3334,3850,Ecuador
22082,1289,879,5511,Egypt
2395,117,44,1015,El Salvador
1306,66,12,200,Eq. Guinea
39,0,0,39,Eritrea
1859,8,67,1610,Estonia
281,2,2,168,Swaziland
968,137,8,197,Ethiopia
13,0,0,13,Falkland Is.
187,0,0,187,Faroe Is.
18,0,0,15,Fiji
6856,44,314,5500,Finland
149668,597,28714,67803,France
60,0,0,60,French Polynesia
2613,182,15,709,Gabon
61,0,15,709,Gaza Strip
746,8,12,576,Georgia
