Confirmed,ConfirmedChange,Deaths,Recovered,Country_Region
28355,477,548,7962,Afghanistan
1891,53,43,1126,Albania
11631,127,837,8196,Algeria
0,0,0,8196,American Samoa
855,0,52,792,Andorra
176,4,9,66,Angola
3,0,0,3,Anguilla
26,0,3,22,Antigua and Barbuda
41191,1634,992,11838,Argentina
19157,230,319,8266,Armenia
101,0,3,98,Aruba
7436,27,103,6871,Australia
17323,52,688,16175,Austria
11767,438,143,6325,Azerbaijan
104,0,11,72,Bahamas
21331,415,60,15287,Bahrain
108775,3240,1425,42945,Bangladesh
97,0,7,85,Barbados
57936,603,343,36749,Belarus
60550,74,9696,16751,Belgium
22,0,2,17,Belize
707,57,11,247,Benin
145,1,9,128,Bermuda
68,0,0,24,Bhutan
23512,1036,740,2159,Bolivia
2,0,0,2,Bonaire
3288,86,168,2241,Bosnia and Herz.
89,5,1,25,Botswana
1067579,34666,49976,507200,Brazil
8,0,1,7,British Virgin Islands
141,0,3,138,Brunei
3755,81,193,1941,Bulgaria
901,1,53,810,Burkina Faso
136,8,1,75,Burundi
849,26,8,377,Cape Verde
129,0,0,126,Cambodia
11610,329,301,7548,Cameroon
101019,390,8410,63488,Canada
195,1,1,143,Cayman Islands
2706,101,19,417,Central African Rep.
858,2,74,742,Chad
236748,5355,4295,195584,Chile
83352,27,4634,78410,China
65633,2357,2126,23988,Colombia
247,19,35,129,Comoros
5477,194,122,719,Dem. Rep. Congo
2127,69,12,712,Costa Rica
7276,402,52,2942,Côte d'Ivoire
2299,19,107,2142,Croatia
2305,10,85,2037,Cuba
23,0,1,19,Curaçao
985,0,26,104,Cyprus
10448,42,335,6457,Czech Rep.
12636,45,600,11282,Denmark
4565,8,45,3565,Djibouti
18,0,0,16,Dominica
26677,899,662,12208,Dominican Rep.
50183,452,4199,5040,Ecuador
53758,1547,2106,13928,Egypt
4626,151,98,1413,El Salvador
1775,37,32,515,Eq. Guinea
142,0,0,39,Eritrea
1979,1,69,1755,Estonia
627,41,5,276,Swaziland
4469,399,72,1029,Ethiopia
13,0,0,13,Falkland Is.
187,0,0,187,Faroe Is.
