Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
696,25,9,295,Adygea
102,7,0,49,Altay
1406,81,7,636,Altay Territory
385,30,5,95,Amur
1146,126,5,427,Arkhangel’sk
1501,153,11,683,Astrakhan’
2772,89,18,882,Bashkortostan
1825,89,15,602,Belgorod
267,1,2,150,Birobijan
3057,106,31,1581,Bryansk
1209,66,7,569,Buryatia
1112,22,13,660,Chechnya
2180,45,12,907,Chelyabinsk
61,2,1,32,Chukot
2387,97,11,720,Chuvashia
4205,110,97,3353,Dagestan
1823,45,41,780,Ingushetia
1194,116,9,238,Irkutsk
1602,36,17,516,Ivanovo
2334,83,8,588,Kabardino-Balkaria
1244,43,18,534,Kaliningrad
903,24,11,354,Kalmykia
3354,108,26,888,Kaluga
658,31,6,244,Kamchatka
783,26,4,255,Karachay-Cherkessia
316,16,1,121,Karelia
418,12,7,148,Kemerovo
1698,65,10,708,Khabarovsk
813,24,10,430,Khakassia
1755,85,17,590,Khanty-Mansi
1323,64,8,790,Kirov
1135,6,19,568,Komi-Permyak
580,13,8,294,Kostroma
3337,90,28,1973,Krasnodar
3410,145,28,710,Krasnoyarsk
183,4,0,79,Kurgan
2581,74,8,919,Kursk
1696,63,5,539,Lipetsk
225,2,3,146,Magadan
1518,39,10,1079,Mari El
1646,34,12,542,Mordovia
166473,2560,2034,53586,Moscow City
2936,36,7,1631,Murmansk
63,1,0,10,Nenets
8276,229,65,2470,Nizhniy Novgorod
2645,60,27,1499,North Ossetia-Alania
914,70,5,279,Novgorod
2213,89,29,891,Novosibirsk
1044,59,18,228,Omsk
1867,59,12,845,Orel
1610,44,5,950,Orenburg
1803,94,15,1255,Penza
1410,43,14,792,Perm
1695,49,15,617,Primorye
592,26,10,208,Pskov
3727,158,34,1281,Rostov
3040,87,7,638,Ryazan’
1357,81,7,587,Sakha
69,1,0,37,Sakhalin
2118,97,16,642,Samara
2516,98,22,785,Saratov
1685,82,16,567,Smolensk
13713,374,138,3590,St Petersburg City
2011,79,40,750,Stavropol
3983,279,18,1270,Sverdlovsk
2547,72,6,845,Tambov
2849,62,9,1959,Tatarstan
536,29,9,166,Tomsk
3213,111,20,1208,Tula
706,78,1,57,Tuva
1363,53,17,849,Tver’
1448,37,7,643,Tyumen’
529,19,12,330,Udmurtia
1959,98,6,506,Ul’yanovsk
2322,69,16,350,Vladimir
2296,89,15,701,Volgograd
665,22,4,261,Vologda
1518,55,14,1026,Voronezh
2092,38,6,724,Yamalo-Nenets
2632,101,13,503,Yaroslavl’
817,59,12,385,Zabaykalsky Krai
