Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
165,2,3,48,Adygea
33,1,0,0,Altay
423,41,2,55,Altay Territory
67,11,1,12,Amur
213,15,5,51,Arkhangel’sk
384,19,4,81,Astrakhan’
843,77,14,167,Bashkortostan
383,28,5,47,Belgorod
131,7,0,13,Birobijan
989,88,9,240,Bryansk
297,26,4,94,Buryatia
504,19,7,231,Chechnya
538,44,1,57,Chelyabinsk
20,2,0,2,Chukot
627,41,8,117,Chuvashia
1553,164,12,114,Dagestan
769,47,22,129,Ingushetia
123,18,4,50,Irkutsk
403,44,3,79,Ivanovo
499,34,2,78,Kabardino-Balkaria
395,37,5,73,Kaliningrad
231,39,3,39,Kalmykia
1006,121,12,54,Kaluga
281,16,0,19,Kamchatka
398,46,2,14,Karachay-Cherkessia
74,8,0,11,Karelia
128,2,2,19,Kemerovo
566,30,5,73,Khabarovsk
257,25,7,22,Khakassia
405,18,3,80,Khanty-Mansi
511,18,4,46,Kirov
649,28,5,64,Komi-Permyak
227,16,3,33,Kostroma
1083,66,20,277,Krasnodar
714,48,9,124,Krasnoyarsk
45,5,0,11,Kurgan
792,66,4,94,Kursk
446,31,4,89,Lipetsk
110,9,2,3,Magadan
597,31,3,332,Mari El
728,30,3,86,Mordovia
57300,3561,658,5766,Moscow City
1313,86,4,113,Murmansk
34,1,0,1,Nenets
2123,179,14,289,Nizhniy Novgorod
836,73,4,84,North Ossetia-Alania
297,18,2,26,Novgorod
526,55,5,80,Novosibirsk
107,10,3,26,Omsk
562,37,5,82,Orel
569,49,3,179,Orenburg
448,44,7,132,Penza
524,24,7,95,Perm
430,27,4,59,Primorye
153,4,8,17,Pskov
1026,83,9,98,Rostov
923,43,5,64,Ryazan’
229,22,3,29,Sakha
24,1,0,19,Sakhalin
392,25,5,52,Samara
487,49,2,52,Saratov
455,26,3,27,Smolensk
4411,349,33,779,St Petersburg City
651,89,14,101,Stavropol
935,232,1,102,Sverdlovsk
675,63,2,106,Tambov
894,71,1,88,Tatarstan
97,8,1,24,Tomsk
1047,82,7,121,Tula
39,6,0,29,Tuva
564,29,3,74,Tver’
442,7,3,109,Tyumen’
237,9,8,31,Udmurtia
429,23,4,65,Ul’yanovsk
715,46,7,37,Vladimir
386,42,8,66,Volgograd
184,11,0,50,Vologda
529,36,9,74,Voronezh
514,51,1,116,Yamalo-Nenets
570,64,5,63,Yaroslavl’
134,20,0,39,Zabaykalsky Krai
