Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
2213,93,224,211,Abruzzi
2213,199,224,211,Abruzzi
319,4,18,31,Basilicata
928,7,67,70,Calabria
3670,77,248,360,Campania
20440,805,2615,4007,Emilia-Romagna
2482,89,202,973,Friuli-Venezia Giulia
4968,385,284,973,Latium
4968,245,284,764,Latium
5596,220,760,1471,Liguria
60314,2722,10901,17478,Lombardy
5381,170,713,1588,Marches
5381,297,713,1588,Marches
257,6,15,40,Molise
17134,1126,1826,2543,Piedmont
3065,81,267,286,Apulia
1128,19,75,139,Sardinia
2458,47,171,237,Sicily
7390,216,518,615,Tuscany
2149,192,212,400,Trentino-Alto Adige
3126,156,300,746,Trentino
3126,1044,300,746,Trentino-Alto Adige
1320,6,52,643,Umbria
927,25,115,230,Valle d'Aosta
14251,483,882,2603,Veneto
