Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
1000,30.0,0.0,0.0,Central Bohemia
193,0.0,0.0,0.0,Hradec Králové
194,1.0,0.0,0.0,Hradec Králové
437,2.0,0.0,0.0,Karlovy Vary
198,0.0,0.0,0.0,Liberec
198,0.0,0.0,0.0,Liberec
1180,12.0,0.0,0.0,Moravia-Silesia
729,3.0,0.0,0.0,Olomouc
729,4.0,0.0,0.0,Olomouc
281,1.0,0.0,0.0,Pardubice
646,5.0,0.0,0.0,Plzeň
1914,23.0,0.0,0.0,Prague
182,0.0,0.0,0.0,South Bohemia
504,8.0,0.0,0.0,South Moravia
517,4.0,0.0,0.0,Ústí nad Labem
180,1.0,0.0,0.0,Vysočina
344,1.0,0.0,0.0,Zlin
