Confirmed,ConfirmedChange,Deaths,Recovered,Country_Region
6664,262,169,778,Afghanistan
933,17,31,714,Albania
6821,192,542,3409,Algeria
0,0,0,3409,American Samoa
761,0,51,615,Andorra
48,0,2,14,Angola
3,0,0,3,Anguilla
24,0,3,11,Antigua and Barbuda
7792,326,363,2521,Argentina
4472,189,60,1791,Armenia
101,0,3,93,Aruba
7036,17,98,6366,Australia
16146,53,629,14471,Austria
3167,107,36,1944,Azerbaijan
96,0,11,41,Bahamas
6747,164,12,2753,Bahrain
20995,930,314,4117,Bangladesh
86,1,7,67,Barbados
28681,951,160,9498,Belarus
54989,345,9005,14460,Belgium
18,0,2,16,Belize
341,1,2,83,Benin
123,1,9,73,Bermuda
21,0,0,5,Bhutan
3826,249,165,434,Bolivia
2,0,0,2,Bonaire
2267,34,129,1355,Bosnia and Herz.
24,0,1,17,Botswana
233142,14919,15633,89672,Brazil
8,0,1,6,British Virgin Islands
141,0,1,134,Brunei
2175,37,105,573,Bulgaria
782,2,51,595,Burkina Faso
15,0,1,7,Burundi
328,2,2,67,Cape Verde
122,0,0,122,Cambodia
3105,76,140,1567,Cameroon
75770,1157,5677,37819,Canada
98,4,1,55,Cayman Islands
314,13,0,13,Central African Rep.
474,46,50,111,Chad
41428,1886,421,18014,Chile
82941,8,4633,78219,China
14939,723,562,3587,Colombia
11,0,1,3,Comoros
1369,71,61,229,Dem. Rep. Congo
846,9,6,551,Costa Rica
2061,44,25,987,Côte d'Ivoire
2224,2,95,1913,Croatia
1862,22,79,1460,Cuba
16,0,1,14,Curaçao
914,4,24,104,Cyprus
8455,49,296,5422,Czech Rep.
11056,67,543,9107,Denmark
1331,22,4,950,Djibouti
16,0,0,15,Dominica
12314,204,428,3726,Dominican Rep.
32723,71,2688,3433,Ecuador
11719,491,612,3526,Egypt
1338,73,27,441,El Salvador
635,41,7,22,Eq. Guinea
39,0,0,38,Eritrea
1770,4,63,934,Estonia
202,12,2,72,Swaziland
306,19,5,113,Ethiopia
13,0,0,13,Falkland Is.
187,0,0,187,Faroe Is.
18,0,0,15,Fiji
6397,23,297,5000,Finland
142291,372,27625,61066,France
60,0,0,59,French Polynesia
1320,111,11,244,Gabon
20,0,11,244,Gaza Strip
681,10,12,419,Georgia
