Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
179,25.0,2.0,0.0,Amazonas
472,0.0,5.0,170.0,Antioquia
419,55.0,12.0,54.0,Atlantico
333,20.0,25.0,79.0,Bolivar
39,0.0,1.0,13.0,Boyaca
73,2.0,2.0,21.0,Caldas
2858,113.0,100.0,528.0,Capital District
8,0.0,1.0,0.0,Caqueta
16,0.0,0.0,6.0,Casanare
35,0.0,4.0,12.0,Cauca
59,1.0,6.0,29.0,Cesar
13,0.0,1.0,2.0,Choco
26,0.0,3.0,6.0,Cordoba
235,6.0,13.0,87.0,Cundinamarca
126,3.0,7.0,35.0,Huila
9,0.0,1.0,1.0,La Guajira
222,10.0,18.0,26.0,Magdalena
468,48.0,4.0,22.0,Meta
167,17.0,8.0,18.0,Narino
78,3.0,6.0,26.0,Norte de Santander
60,0.0,3.0,24.0,Quindio
205,3.0,7.0,43.0,Risaralda
6,0.0,0.0,3.0,San Andrés and Providencia
40,0.0,3.0,29.0,Santander
1,0.0,0.0,1.0,Sucre
80,6.0,3.0,17.0,Tolima
1001,28.0,56.0,187.0,Valle del Cauca
