Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
190,5,7,107,Adygea
37,1,0,2,Altay
555,21,3,109,Altay Territory
98,14,1,14,Amur
305,6,5,112,Arkhangel’sk
535,31,6,108,Astrakhan’
1136,34,14,255,Bashkortostan
524,39,5,71,Belgorod
148,3,0,15,Birobijan
1287,37,12,313,Bryansk
407,34,4,125,Buryatia
615,32,8,306,Chechnya
768,86,3,96,Chelyabinsk
25,1,0,2,Chukot
844,49,8,149,Chuvashia
2086,128,14,325,Dagestan
966,48,26,190,Ingushetia
200,23,4,65,Irkutsk
517,32,6,99,Ivanovo
820,81,3,136,Kabardino-Balkaria
566,42,11,123,Kaliningrad
322,1,5,53,Kalmykia
1309,92,12,161,Kaluga
347,8,0,40,Kamchatka
453,12,2,36,Karachay-Cherkessia
91,2,0,17,Karelia
173,7,4,25,Kemerovo
699,31,7,172,Khabarovsk
318,16,8,32,Khakassia
508,41,4,150,Khanty-Mansi
644,26,4,90,Kirov
698,16,7,129,Komi-Permyak
278,12,3,64,Kostroma
1437,97,21,443,Krasnodar
868,45,12,162,Krasnoyarsk
55,3,0,19,Kurgan
1062,65,4,134,Kursk
610,47,4,112,Lipetsk
131,8,2,56,Magadan
750,33,4,444,Mari El
923,56,5,121,Mordovia
80115,5714,816,7870,Moscow City
2101,127,4,154,Murmansk
47,0,0,1,Nenets
3026,174,16,398,Nizhniy Novgorod
1160,91,7,158,North Ossetia-Alania
399,27,4,43,Novgorod
746,65,9,179,Novosibirsk
191,30,3,39,Omsk
756,75,7,135,Orel
728,28,4,217,Orenburg
569,30,8,193,Penza
648,18,9,218,Perm
635,88,7,105,Primorye
214,18,8,24,Pskov
1353,90,11,147,Rostov
1226,89,5,89,Ryazan’
331,20,4,44,Sakha
29,1,0,20,Sakhalin
595,17,6,64,Samara
737,78,3,106,Saratov
534,14,5,87,Smolensk
5572,226,37,1468,St Petersburg City
824,36,18,188,Stavropol
1277,133,1,156,Sverdlovsk
909,67,2,125,Tambov
1208,91,3,149,Tatarstan
147,19,1,29,Tomsk
1368,75,9,157,Tula
51,4,0,29,Tuva
709,29,8,183,Tver’
589,28,4,186,Tyumen’
332,18,10,66,Udmurtia
544,16,4,89,Ul’yanovsk
944,48,12,43,Vladimir
578,62,12,109,Volgograd
230,7,0,77,Vologda
667,31,12,140,Voronezh
820,108,3,131,Yamalo-Nenets
829,40,5,101,Yaroslavl’
215,17,0,78,Zabaykalsky Krai
