Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
8,0.0,0.0,0.0,Aisen of Gral. C. Ibáñez del Campo
1216,107.0,11.0,0.0,Antofagasta
1495,13.0,39.0,0.0,Araucanía
359,4.0,7.0,0.0,Arica y Parinacota
139,5.0,0.0,0.0,Atacama
975,33.0,9.0,0.0,Bio-Bio
153,5.0,1.0,0.0,Coquimbo
628,34.0,11.0,0.0,Los Lagos
212,1.0,6.0,0.0,Los Ríos
921,11.0,16.0,0.0,Magallanes and Antarctic Region
485,19.0,14.0,0.0,Maule
839,13.0,19.0,0.0,Ñuble
248,24.0,4.0,0.0,O’Higgins
24965,2256.0,184.0,0.0,Santiago Metropolitan
615,37.0,1.0,0.0,Tarapacá
1123,94.0,24.0,0.0,Valparaíso
