Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
2163,16,78,1309,Amazonas
2295,74,9,782,Antioquia
45,0,0,2,Arauca
11819,409,419,2792,Atlantico
5452,98,217,1685,Bolivar
259,4,9,158,Boyaca
226,1,7,130,Caldas
17062,329,393,6885,Capital District
25,0,1,21,Caqueta
38,0,0,33,Casanare
202,7,8,73,Cauca
577,12,16,86,Cesar
799,42,20,139,Choco
300,11,16,81,Cordoba
1763,24,42,521,Cundinamarca
7,0,1,0,Guainia
5,0,0,0,Guaviare
280,2,9,233,Huila
151,7,7,51,La Guajira
1009,18,64,445,Magdalena
1029,2,11,940,Meta
2205,17,76,725,Narino
164,1,13,110,Norte de Santander
13,0,3,5,Putumayo
130,1,4,100,Quindio
329,3,11,235,Risaralda
21,0,0,7,San Andrés and Providencia
281,14,9,54,Santander
280,20,10,10,Sucre
446,26,13,208,Tolima
6369,146,260,2110,Valle del Cauca
27,0,0,11,Vaupes
1,0,0,1,Vichada
