Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
40,28,2,0,Amazonas
452,13,4,149,Antioquia
176,26,8,42,Atlantico
240,18,22,64,Bolivar
35,2,1,8,Boyaca
54,4,2,16,Caldas
2245,181,87,422,Capital District
10,0,0,2,Casanare
27,2,4,10,Cauca
53,18,5,17,Cesar
11,1,1,0,Choco
23,2,3,3,Cordoba
203,11,10,63,Cundinamarca
87,2,5,29,Huila
5,3,1,1,La Guajira
160,10,13,15,Magdalena
232,48,4,10,Meta
93,11,6,12,Narino
61,1,4,23,Norte de Santander
56,1,2,20,Quindio
185,20,6,40,Risaralda
39,2,3,23,Santander
42,1,2,16,Tolima
841,33,48,145,Valle del Cauca
