Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
9534,239,256,0.0,Acre
20887,856,723,0.0,Alagoas
16322,639,319,0.0,Amapá
56026,915,2465,0.0,Amazonas
35788,1123,1069,0.0,Bahia
76429,724,4829,0.0,Ceará
25932,675,1022,0.0,Espírito Santo
21959,563,293,0.0,Federal District
7940,94,208,0.0,Goiás
58859,1254,1436,0.0,Maranhão
5524,161,192,0.0,Mato Grosso
3235,234,28,0.0,Mato Grosso do Sul
20614,508,454,0.0,Minas Gerais
68510,2182,4177,0.0,Pará
27454,898,623,0.0,Paraiba
9233,528,312,0.0,Paraná
44671,799,3784,0.0,Pernambuco
9825,488,335,0.0,Piauí
78836,1052,7592,0.0,Rio de Janeiro
13789,288,533,0.0,Rio Grande do Norte
14627,243,344,0.0,Rio Grande do Sul
11710,486,309,0.0,Rondônia
6842,130,197,0.0,Roraima
13296,131,193,0.0,Santa Catarina
172875,4975,10581,0.0,São Paulo
12866,1332,316,0.0,Sergipe
6931,187,130,0.0,Tocantins
