Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
38,0,2,4,Azua
5,0,0,1,Baoruco
37,0,1,7,Barahona
3,0,0,1,Dajabón
1722,92,38,473,Distrito Nacional
624,7,76,104,Duarte
5,0,0,0,El Seibo
2,0,0,0,Elías Piña
220,15,5,28,Espaillat
12,0,2,2,Hato Mayor
1,0,0,1,Independencia
120,4,1,41,La Altagracia
147,12,2,21,La Romana
500,12,7,65,La Vega
92,3,3,6,María Trinidad Sánchez
187,5,4,19,Monseñor Nouel
17,0,0,2,Monte Cristi
16,0,4,0,Monte Plata
3,0,0,0,Pedernales
49,0,1,8,Peravia
221,8,13,18,Puerto Plata
166,11,12,19,Salcedo
23,0,1,9,Samaná
200,15,8,16,San Cristóbal
6,0,2,0,San José de Ocoa
67,1,3,3,San Juan
65,1,8,15,San Pedro de Macorís
166,0,6,10,Sánchez Ramírez
838,22,47,135,Santiago
25,0,1,0,Santiago Rodríguez
1339,88,44,215,Santo Domingo
37,0,2,5,Valverde
