Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
186,3,4,75,Bali
10,1,1,2,Bangka-Belitung
649,28,58,72,Central Java
104,4,4,9,Central Kalimantan
785,15,87,138,East Java
105,8,1,11,East Kalimantan
1,0,0,1,East Nusa Tenggara
15,1,1,0,Gorontalo
3798,114,353,335,Jakarta
32,11,0,1,Jambi
42,4,5,10,Lampung
22,0,0,11,Maluku
89,6,1,2,North Kalimantan
26,12,0,2,North Maluku
40,4,3,11,North Sulawesi
111,6,12,21,North Sumatra
141,5,6,32,Papua
39,1,4,14,Riau
85,2,8,9,Riau Islands
45,4,2,6,South East Sulawesi
440,8,36,99,South Sulawesi
129,10,3,18,South Sumatra
912,5,77,93,West Java
195,15,4,20,West Nusa Tenggara
102,5,11,20,West Sumatra
82,3,7,36,Yogyakarta
