Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
991,0,6,985,Anhui
637,40,9,584,Beijing
580,1,6,573,Chongqing
361,0,1,356,Fujian
146,1,2,137,Gansu
1625,17,8,1590,Guangdong
254,0,2,252,Guangxi Zhuang
147,0,2,145,Guizhou
171,1,6,162,Hainan
330,1,6,322,Hebei
947,0,13,934,Heilongjiang
1276,0,22,1254,Henan
68135,0,4512,63623,Hubei
1019,0,4,1015,Hunan
237,0,1,231,Inner Mongolia
653,0,0,653,Jiangsu
932,0,1,931,Jiangxi
155,0,2,153,Jilin
151,1,2,147,Liaoning
75,0,0,75,Ningxia
18,0,0,18,Qinghai
312,1,3,306,Shaanxi
792,0,7,782,Shandong
691,1,7,666,Shanghai
198,0,0,198,Shanxi
585,2,3,563,Sichuan
196,0,3,189,Tianjin
76,0,3,73,Xinjiang
1,0,0,1,Xizang
185,0,2,183,Yunnan
1268,0,1,1267,Zhejiang
