Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
1127,4,34,0,Aargau
25,0,0,0,Appenzell Inner-Rhoden
95,1,3,0,Appenzell Outer-Rhoden
816,0,22,0,Basel-Country
957,1,50,0,Basel-Town
1788,5,88,0,Berne
1094,4,78,0,Fribourg
4914,22,255,1,Geneva
124,1,11,1,Glarus
817,0,45,1,Graubünden
199,1,7,1,Jura
702,2,17,1,Lucerne
693,4,76,1,Neuchâtel
113,0,3,1,Nidwalden
78,0,0,1,Obwalden
75,0,6,1,Schaffhausen
303,1,20,1,Schwyz
398,2,15,1,Solothurn
789,2,33,1,St Gallen
371,1,17,1,Thurgau
3231,4,327,568,Ticino
89,0,6,568,Uri
1890,4,143,568,Valais
5329,10,385,1,Vaud
181,0,3,1,Zug
3515,7,122,11,Zurich
