Country_Region,Confirmed,Deaths,Recovered
Afghanistan,32080,774,14651
Albania,2666,65,1516
Algeria,14657,928,10040
American Samoa,0,0,10040
Andorra,855,52,800
Angola,315,17,97
Anguilla,3,0,3
Antigua and Barbuda,69,3,22
Argentina,69928,1385,23025
Armenia,26692,453,14563
Aruba,104,3,98
Australia,8001,104,7063
Austria,17941,705,16491
Azerbaijan,18689,220,10061
Bahamas,104,11,77
Bahrain,27837,94,21948
Bangladesh,153277,1926,62108
Barbados,97,7,85
Belarus,62698,405,47553
Belgium,61598,9761,17021
Belize,28,2,18
Benin,1199,21,333
Bermuda,146,9,134
Bhutan,77,0,50
Bolivia,35528,1271,9340
Bonaire,2,0,2
Bosnia and Herz.,4606,188,2432
Botswana,227,1,28
Brazil,1496858,61884,826866
British Virgin Islands,8,1,7
Brunei,141,3,138
Bulgaria,5154,232,2676
Burkina Faso,970,53,838
Burundi,186,1,115
Cambodia,141,0,131
Cameroon,13487,313,10100
Canada,104771,8642,67744
Cape Verde,1318,15,629
Cayman Islands,201,1,193
Central African Rep.,3745,47,787
Chad,869,74,785
Chile,284541,5920,245443
China,83537,4634,78487
Colombia,106110,3641,43407
Comoros,303,7,200
Costa Rica,4032,16,1516
Croatia,2912,110,2155
Cuba,2354,86,2218
Curaçao,23,1,19
Cyprus,108,4,104
Czech Rep.,12178,350,7797
Côte d'Ivoire,9992,68,4381
Dem. Rep. Congo,7216,175,1785
Denmark,13015,606,11693
Djibouti,4720,55,4550
Dominica,18,0,18
Dominican Rep.,35148,775,17904
Ecuador,59486,4639,27887
Egypt,71299,3120,18881
El Salvador,7267,202,3964
Eq. Guinea,2803,32,515
Eritrea,203,0,53
Estonia,1991,69,1836
Ethiopia,5846,103,2430
Falkland Is.,13,0,13
Faroe Is.,187,0,187
Fiji,18,0,18
Finland,7250,328,6700
France,166339,29861,76549
French Polynesia,60,0,60
Gabon,5513,42,2508
Gaza Strip,72,42,2508
Georgia,939,15,794
Germany,195228,8994,179729
Ghana,18552,117,13550
Gibraltar,178,0,176
Greece,3459,192,1374
Greenland,13,0,13
Grenada,23,0,23
Guam,280,5,179
Guatemala,20072,843,3231
Guernsey,252,13,238
Guinea,5404,33,4346
Guinea-Bissau,1720,24,317
Guyana,252,13,116
Haiti,6038,105,931
Honduras,21120,591,2060
Hungary,4166,587,2714
Iceland,1855,10,1823
India,604641,17834,359859
Indonesia,59394,2987,25595
Iran,232863,11106,191487
Iraq,53708,2160,26267
Ireland,25489,1738,23349
Isle of Man,336,24,312
Israel,27497,324,17452
Italy,240961,34818,190717
Jamaica,715,10,553
Japan,18874,975,16731
Jersey,320,31,16731
Jordan,1137,9,886
Kazakhstan,42574,188,13845
Kenya,6941,152,2089
Korea,12967,282,11684
Kosovo,3064,55,1577
Kuwait,47859,359,37715
Kyrgyzstan,6261,66,2443
Lao PDR,19,0,19
Latvia,1121,30,974
Lebanon,1810,34,1223
Lesotho,35,0,11
Liberia,804,37,335
Libya,855,24,209
Liechtenstein,83,1,69
Lithuania,1825,78,1524
Luxembourg,4395,110,4003
Macao SAR,46,0,45
Macedonia,6625,321,2598
Madagascar,2407,22,1006
Malawi,1402,16,271
Malaysia,8643,121,8375
Maldives,2396,9,1944
Mali,2243,116,1483
Malta,671,9,647
Mauritania,4588,129,1677
Mauritius,341,10,326
Mexico,238511,29189,138319
Moldova,17150,560,9594
Monaco,106,4,95
Mongolia,220,0,175
Montenegro,605,12,315
Montserrat,11,1,10
Morocco,12969,229,9026
Mozambique,915,6,248
Myanmar,304,6,222
Namibia,317,0,24
